Start date;End date;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind offshore [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Nuclear [MWh] Original resolutions;Lignite [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Mar 29, 2023 4:15 PM;Mar 29, 2023 4:30 PM;1,152.25;342.00;548.00;2,030.25;2,789.75;32.50;700.75;2,895.75;1,143.25;1,639.75;101.50;335.50
Mar 29, 2023 4:30 PM;Mar 29, 2023 4:45 PM;1,156.25;341.75;520.00;2,010.50;2,475.50;33.00;700.50;2,890.00;1,170.25;1,632.25;122.50;338.75
Mar 29, 2023 4:45 PM;Mar 29, 2023 5:00 PM;1,162.75;337.75;518.25;2,003.00;2,186.75;33.50;699.25;2,885.25;1,228.50;1,616.00;373.75;341.00
Mar 29, 2023 5:00 PM;Mar 29, 2023 5:15 PM;1,175.75;338.50;552.75;1,949.75;1,896.50;34.25;699.00;2,882.75;1,207.50;1,665.50;168.75;341.50
Mar 29, 2023 5:15 PM;Mar 29, 2023 5:30 PM;1,184.25;351.00;542.50;1,908.25;1,620.50;34.25;699.50;2,870.25;1,201.50;1,688.25;279.25;339.25
Mar 29, 2023 5:30 PM;Mar 29, 2023 5:45 PM;1,195.00;361.25;506.00;1,821.25;1,388.75;35.25;700.25;2,857.75;1,263.00;1,751.00;550.25;341.00
Mar 29, 2023 5:45 PM;Mar 29, 2023 6:00 PM;1,199.50;375.50;446.75;1,716.75;1,130.00;35.25;700.50;2,848.50;1,329.75;1,796.25;837.00;339.25
Mar 29, 2023 6:00 PM;Mar 29, 2023 6:15 PM;1,220.50;355.75;436.50;1,642.00;860.50;35.25;700.25;2,863.25;1,409.25;1,909.25;789.00;341.50
Mar 29, 2023 6:15 PM;Mar 29, 2023 6:30 PM;1,223.50;379.75;453.00;1,582.25;636.25;35.50;700.50;2,868.25;1,418.50;2,000.00;1,066.50;341.00
Mar 29, 2023 6:30 PM;Mar 29, 2023 6:45 PM;1,230.75;390.25;499.25;1,541.00;433.75;35.75;700.50;2,866.75;1,421.50;2,091.25;1,460.50;342.50
Mar 29, 2023 6:45 PM;Mar 29, 2023 7:00 PM;1,230.25;387.00;511.75;1,542.25;264.75;37.00;700.50;2,876.00;1,421.75;2,148.75;1,802.75;346.50
Mar 29, 2023 7:00 PM;Mar 29, 2023 7:15 PM;1,232.25;384.25;514.25;1,619.25;136.75;37.75;700.75;2,869.00;1,425.50;2,194.75;1,845.25;347.75
Mar 29, 2023 7:15 PM;Mar 29, 2023 7:30 PM;1,228.50;374.25;516.00;1,692.75;48.50;37.75;701.00;2,876.25;1,420.50;2,195.75;1,820.75;345.25
Mar 29, 2023 7:30 PM;Mar 29, 2023 7:45 PM;1,224.25;385.50;505.25;1,822.00;8.00;37.75;701.00;2,880.25;1,422.00;2,192.25;1,832.00;343.75
Mar 29, 2023 7:45 PM;Mar 29, 2023 8:00 PM;1,222.25;370.25;502.00;2,004.00;1.25;37.75;701.00;2,883.75;1,416.25;2,191.50;1,684.00;343.00
Mar 29, 2023 8:00 PM;Mar 29, 2023 8:15 PM;1,215.25;362.75;513.25;2,189.00;1.50;37.75;700.75;2,899.25;1,397.00;2,171.50;1,917.75;341.25
Mar 29, 2023 8:15 PM;Mar 29, 2023 8:30 PM;1,214.25;348.25;521.75;2,343.50;1.00;37.75;700.50;2,891.25;1,394.00;2,108.00;1,451.50;340.25
Mar 29, 2023 8:30 PM;Mar 29, 2023 8:45 PM;1,208.25;335.25;528.00;2,458.50;0.50;37.75;701.00;2,892.25;1,392.25;2,076.75;1,020.00;340.00
Mar 29, 2023 8:45 PM;Mar 29, 2023 9:00 PM;1,206.00;331.50;567.00;2,580.50;0.50;37.75;701.00;2,889.00;1,378.75;1,958.25;730.75;336.50
Mar 29, 2023 9:00 PM;Mar 29, 2023 9:15 PM;1,190.25;355.25;565.00;2,731.75;0.50;37.75;700.75;2,872.00;1,312.00;2,008.50;871.00;336.25
Mar 29, 2023 9:15 PM;Mar 29, 2023 9:30 PM;1,186.00;340.25;529.25;2,870.75;0.50;37.75;700.75;2,837.25;1,260.25;1,952.75;450.50;339.00
Mar 29, 2023 9:30 PM;Mar 29, 2023 9:45 PM;1,179.25;330.00;513.00;3,035.75;0.50;37.75;700.75;2,822.50;1,162.25;1,880.25;124.50;339.25
Mar 29, 2023 9:45 PM;Mar 29, 2023 10:00 PM;1,178.75;329.25;545.75;3,176.75;0.50;37.75;700.75;2,765.50;1,047.00;1,796.00;76.75;338.25
Mar 29, 2023 10:00 PM;Mar 29, 2023 10:15 PM;1,154.50;378.00;608.00;3,289.50;0.50;37.75;701.50;2,752.50;929.25;1,753.50;208.00;340.00
Mar 29, 2023 10:15 PM;Mar 29, 2023 10:30 PM;1,153.25;359.25;653.25;3,396.00;0.50;37.75;701.25;2,740.50;875.25;1,676.75;60.75;338.00
Mar 29, 2023 10:30 PM;Mar 29, 2023 10:45 PM;1,150.25;346.00;702.25;3,487.75;0.50;37.75;701.00;2,742.25;798.25;1,537.00;19.00;340.25
Mar 29, 2023 10:45 PM;Mar 29, 2023 11:00 PM;1,150.25;332.00;729.75;3,555.25;0.50;37.75;701.00;2,708.75;701.75;1,388.25;18.50;340.50
Mar 29, 2023 11:00 PM;Mar 29, 2023 11:15 PM;1,137.75;342.75;784.00;3,613.75;0.50;39.25;700.50;2,725.00;633.75;1,206.00;217.00;343.25
Mar 29, 2023 11:15 PM;Mar 29, 2023 11:30 PM;1,135.75;329.50;883.75;3,667.50;0.50;39.50;700.25;2,700.00;624.25;1,130.00;76.25;343.50
Mar 29, 2023 11:30 PM;Mar 29, 2023 11:45 PM;1,131.50;328.75;961.25;3,755.75;0.50;39.50;700.00;2,615.75;609.25;1,083.75;52.00;342.50
Mar 29, 2023 11:45 PM;Mar 30, 2023 12:00 AM;1,132.50;330.25;1,035.25;3,872.00;0.50;39.50;700.25;2,455.25;620.00;1,027.75;24.00;342.75
Mar 30, 2023 12:00 AM;Mar 30, 2023 12:15 AM;1,122.25;348.00;1,045.75;4,018.25;0.75;37.00;700.75;2,383.00;600.50;1,031.50;155.00;341.75
Mar 30, 2023 12:15 AM;Mar 30, 2023 12:30 AM;1,121.50;335.25;1,092.00;4,148.25;0.50;34.50;700.50;2,301.25;644.50;989.75;100.50;336.75
Mar 30, 2023 12:30 AM;Mar 30, 2023 12:45 AM;1,116.25;330.50;1,146.75;4,177.75;0.50;34.50;700.50;2,219.00;685.00;968.00;10.75;335.75
Mar 30, 2023 12:45 AM;Mar 30, 2023 1:00 AM;1,116.50;329.00;1,204.25;4,195.75;0.50;34.50;700.25;2,153.25;715.00;957.50;1.25;336.00
Mar 30, 2023 1:00 AM;Mar 30, 2023 1:15 AM;1,113.75;334.75;1,236.50;4,225.50;0.75;33.75;699.75;2,042.00;718.25;928.00;124.75;333.75
Mar 30, 2023 1:15 AM;Mar 30, 2023 1:30 AM;1,110.00;341.00;1,267.25;4,239.50;0.75;33.50;700.50;1,999.50;716.50;893.75;63.75;333.50
Mar 30, 2023 1:30 AM;Mar 30, 2023 1:45 AM;1,110.50;336.75;1,281.25;4,290.00;0.50;33.50;700.25;1,994.50;732.75;893.25;30.75;332.25
Mar 30, 2023 1:45 AM;Mar 30, 2023 2:00 AM;1,110.75;333.00;1,300.75;4,335.75;0.50;33.50;699.75;1,950.25;726.25;884.25;1.00;333.75
Mar 30, 2023 2:00 AM;Mar 30, 2023 2:15 AM;1,113.50;337.50;1,210.75;4,418.00;0.75;33.50;700.25;1,934.25;705.25;880.75;51.25;333.25
Mar 30, 2023 2:15 AM;Mar 30, 2023 2:30 AM;1,109.25;334.50;1,220.25;4,492.25;0.75;33.75;700.00;1,944.50;654.00;875.25;82.00;332.25
Mar 30, 2023 2:30 AM;Mar 30, 2023 2:45 AM;1,110.00;332.25;1,204.75;4,612.50;0.50;33.50;699.25;1,921.00;641.00;891.50;47.50;332.25
Mar 30, 2023 2:45 AM;Mar 30, 2023 3:00 AM;1,107.00;328.25;1,148.75;4,716.75;0.50;33.50;698.75;1,922.75;629.25;885.50;40.75;333.00
Mar 30, 2023 3:00 AM;Mar 30, 2023 3:15 AM;1,107.50;329.75;1,108.25;4,823.25;0.75;33.75;699.00;1,917.25;596.75;887.00;40.75;328.75
Mar 30, 2023 3:15 AM;Mar 30, 2023 3:30 AM;1,106.00;330.00;1,104.25;4,897.00;0.75;33.75;699.25;1,912.75;597.25;888.00;40.50;330.50
Mar 30, 2023 3:30 AM;Mar 30, 2023 3:45 AM;1,104.50;328.25;1,176.25;4,992.00;0.75;33.75;699.25;1,914.75;600.75;901.25;40.25;333.50
Mar 30, 2023 3:45 AM;Mar 30, 2023 4:00 AM;1,102.25;330.75;1,214.75;5,025.50;0.75;33.25;699.00;1,931.50;596.50;898.00;48.50;334.25
Mar 30, 2023 4:00 AM;Mar 30, 2023 4:15 AM;1,103.25;334.50;1,269.75;5,003.25;0.75;33.50;699.00;1,985.75;600.00;887.00;47.50;330.25
Mar 30, 2023 4:15 AM;Mar 30, 2023 4:30 AM;1,101.75;334.25;1,305.00;4,979.25;0.75;33.25;699.00;1,985.50;601.75;903.75;48.50;329.75
Mar 30, 2023 4:30 AM;Mar 30, 2023 4:45 AM;1,101.25;334.00;1,359.00;5,045.50;0.75;33.25;699.00;1,974.75;601.50;902.00;46.00;328.00
Mar 30, 2023 4:45 AM;Mar 30, 2023 5:00 AM;1,105.25;333.25;1,364.25;5,139.50;0.75;33.25;699.25;1,976.00;612.75;904.50;46.00;330.75
Mar 30, 2023 5:00 AM;Mar 30, 2023 5:15 AM;1,112.00;332.75;1,358.50;5,218.50;0.75;33.25;699.25;2,031.50;691.50;906.25;42.25;328.25
Mar 30, 2023 5:15 AM;Mar 30, 2023 5:30 AM;1,119.50;335.00;1,389.25;5,237.50;0.75;33.50;699.75;2,072.00;704.75;919.75;40.25;326.75
Mar 30, 2023 5:30 AM;Mar 30, 2023 5:45 AM;1,119.50;340.25;1,417.75;5,265.75;0.75;33.25;699.00;2,112.75;709.00;945.75;4.50;328.25
Mar 30, 2023 5:45 AM;Mar 30, 2023 6:00 AM;1,127.00;341.75;1,451.25;5,429.25;1.00;34.00;698.75;2,166.50;719.00;972.25;1.25;329.75
Mar 30, 2023 6:00 AM;Mar 30, 2023 6:15 AM;1,147.00;341.75;1,507.50;5,651.75;0.75;35.50;698.75;2,243.75;773.50;1,110.00;77.75;331.75
Mar 30, 2023 6:15 AM;Mar 30, 2023 6:30 AM;1,160.00;340.25;1,505.50;5,804.75;0.75;35.50;698.50;2,279.25;808.00;1,143.50;254.00;331.50
Mar 30, 2023 6:30 AM;Mar 30, 2023 6:45 AM;1,160.50;340.50;1,501.50;5,885.25;1.75;35.50;698.25;2,294.25;858.00;1,196.25;484.00;330.25
Mar 30, 2023 6:45 AM;Mar 30, 2023 7:00 AM;1,171.75;344.00;1,520.50;5,926.00;3.50;35.75;698.50;2,288.75;911.75;1,231.50;709.50;329.25
Mar 30, 2023 7:00 AM;Mar 30, 2023 7:15 AM;1,184.75;345.75;1,407.50;5,995.75;16.50;37.00;697.75;2,275.75;979.50;1,339.25;955.75;331.75
Mar 30, 2023 7:15 AM;Mar 30, 2023 7:30 AM;1,197.00;344.50;1,448.00;6,053.75;52.75;37.75;698.00;2,273.00;1,016.75;1,339.75;1,243.00;334.00
Mar 30, 2023 7:30 AM;Mar 30, 2023 7:45 AM;1,197.75;342.25;1,468.00;6,114.75;111.75;37.75;697.25;2,277.75;1,028.25;1,351.00;1,322.25;334.25
Mar 30, 2023 7:45 AM;Mar 30, 2023 8:00 AM;1,202.00;363.50;1,490.50;6,121.50;191.75;37.75;696.75;2,272.25;1,054.00;1,341.75;1,354.00;335.00
Mar 30, 2023 8:00 AM;Mar 30, 2023 8:15 AM;1,206.50;341.75;1,507.50;6,158.50;288.50;37.75;696.50;2,254.75;1,142.50;1,386.00;1,553.50;334.50
Mar 30, 2023 8:15 AM;Mar 30, 2023 8:30 AM;1,208.00;338.25;1,521.50;6,231.00;407.25;38.25;696.75;2,265.75;1,144.25;1,419.25;1,555.75;336.50
Mar 30, 2023 8:30 AM;Mar 30, 2023 8:45 AM;1,209.00;336.25;1,537.00;6,374.25;542.25;38.25;696.75;2,268.25;1,142.75;1,367.25;1,263.75;337.75
Mar 30, 2023 8:45 AM;Mar 30, 2023 9:00 AM;1,207.25;340.50;1,559.00;6,349.50;708.25;38.25;696.50;2,275.50;1,132.25;1,355.00;1,012.50;337.75
Mar 30, 2023 9:00 AM;Mar 30, 2023 9:15 AM;1,198.00;363.00;1,429.75;6,391.50;912.00;38.25;696.75;2,279.00;1,023.00;1,301.75;978.50;341.75
Mar 30, 2023 9:15 AM;Mar 30, 2023 9:30 AM;1,190.75;360.25;1,427.50;6,406.25;1,146.75;38.00;696.00;2,261.50;963.00;1,274.00;770.25;341.50
Mar 30, 2023 9:30 AM;Mar 30, 2023 9:45 AM;1,190.25;344.00;1,431.50;6,490.25;1,344.25;36.25;695.75;2,233.50;920.00;1,230.75;472.50;337.75
Mar 30, 2023 9:45 AM;Mar 30, 2023 10:00 AM;1,183.75;338.00;1,439.25;6,572.25;1,534.25;35.25;695.50;2,240.50;876.50;1,225.25;172.50;336.25
Mar 30, 2023 10:00 AM;Mar 30, 2023 10:15 AM;1,168.00;342.00;1,541.75;6,644.75;1,725.00;34.00;695.75;2,201.50;855.25;1,215.25;589.00;335.75
Mar 30, 2023 10:15 AM;Mar 30, 2023 10:30 AM;1,160.75;342.00;1,551.50;6,735.75;1,913.00;34.00;695.50;2,134.25;852.75;1,193.00;384.25;336.50
Mar 30, 2023 10:30 AM;Mar 30, 2023 10:45 AM;1,157.50;342.75;1,525.50;6,825.00;2,117.00;34.00;695.50;2,066.50;854.50;1,178.25;232.00;334.75
Mar 30, 2023 10:45 AM;Mar 30, 2023 11:00 AM;1,154.00;341.75;1,510.00;6,968.50;2,207.50;34.00;695.75;2,030.50;850.50;1,120.00;194.00;333.75
Mar 30, 2023 11:00 AM;Mar 30, 2023 11:15 AM;1,141.25;369.25;1,346.50;7,226.75;2,278.25;34.00;695.75;2,022.75;824.25;1,098.00;37.75;334.50
Mar 30, 2023 11:15 AM;Mar 30, 2023 11:30 AM;1,137.25;363.00;1,329.75;7,431.75;2,367.00;33.25;695.75;1,930.75;816.00;1,097.25;27.25;334.00
Mar 30, 2023 11:30 AM;Mar 30, 2023 11:45 AM;1,131.75;345.75;1,350.25;7,617.00;2,449.00;32.00;696.50;1,821.00;814.50;1,098.25;7.00;330.25
Mar 30, 2023 11:45 AM;Mar 30, 2023 12:00 PM;1,129.25;351.25;1,354.00;7,804.50;2,524.25;31.75;697.00;1,473.00;804.25;1,092.00;53.50;331.50
Mar 30, 2023 12:00 PM;Mar 30, 2023 12:15 PM;1,112.50;346.75;1,393.50;7,991.75;2,663.75;31.75;697.50;1,359.50;784.00;1,030.75;27.00;331.50
Mar 30, 2023 12:15 PM;Mar 30, 2023 12:30 PM;1,108.50;346.75;1,390.50;8,104.50;2,846.00;31.75;697.25;1,340.50;783.75;963.25;11.50;330.75
Mar 30, 2023 12:30 PM;Mar 30, 2023 12:45 PM;1,104.25;350.25;1,322.50;8,208.00;3,130.00;31.75;696.50;1,415.00;784.50;935.50;2.00;330.75
Mar 30, 2023 12:45 PM;Mar 30, 2023 1:00 PM;1,108.00;361.25;1,310.25;8,207.50;3,280.50;32.25;697.00;1,424.00;780.25;937.25;21.50;332.00
Mar 30, 2023 1:00 PM;Mar 30, 2023 1:15 PM;1,102.75;378.25;1,307.25;8,368.00;3,394.75;32.75;696.25;1,398.50;779.00;911.00;61.00;334.25
Mar 30, 2023 1:15 PM;Mar 30, 2023 1:30 PM;1,106.50;375.75;1,296.25;8,451.00;3,461.00;32.75;695.25;1,397.00;780.00;921.25;103.50;333.50
Mar 30, 2023 1:30 PM;Mar 30, 2023 1:45 PM;1,102.25;357.25;1,321.25;8,585.25;3,546.75;32.75;695.00;1,392.75;778.25;886.25;49.75;333.75
Mar 30, 2023 1:45 PM;Mar 30, 2023 2:00 PM;1,103.25;357.75;1,339.25;8,442.75;3,601.75;32.75;695.75;1,399.00;772.25;852.25;43.25;332.50
Mar 30, 2023 2:00 PM;Mar 30, 2023 2:15 PM;1,100.25;354.50;1,343.25;8,406.50;3,707.75;33.00;696.50;1,394.75;770.50;813.00;57.25;333.00
Mar 30, 2023 2:15 PM;Mar 30, 2023 2:30 PM;1,105.50;353.75;1,324.25;8,473.00;3,748.25;33.00;696.50;1,392.75;763.25;800.00;44.75;333.00
Mar 30, 2023 2:30 PM;Mar 30, 2023 2:45 PM;1,104.25;349.00;1,322.75;8,557.50;3,869.50;33.00;696.25;1,411.25;768.50;810.50;39.75;333.25
Mar 30, 2023 2:45 PM;Mar 30, 2023 3:00 PM;1,105.25;351.00;1,324.25;8,511.50;3,801.75;33.00;696.25;1,410.75;770.00;817.00;39.75;333.75
Mar 30, 2023 3:00 PM;Mar 30, 2023 3:15 PM;1,107.50;351.50;1,323.50;8,477.50;3,802.50;33.00;696.00;1,411.00;761.00;806.25;39.75;333.00
Mar 30, 2023 3:15 PM;Mar 30, 2023 3:30 PM;1,110.50;351.25;1,318.00;8,457.50;3,669.75;33.00;696.00;1,407.25;781.00;817.25;41.75;332.25
Mar 30, 2023 3:30 PM;Mar 30, 2023 3:45 PM;1,110.50;355.00;1,316.25;8,418.50;3,555.00;33.00;696.25;1,400.00;778.25;822.50;44.25;332.50
Mar 30, 2023 3:45 PM;Mar 30, 2023 4:00 PM;1,110.75;359.00;1,317.75;8,297.50;3,336.00;33.00;696.25;1,403.00;774.00;824.25;39.75;331.50
Mar 30, 2023 4:00 PM;Mar 30, 2023 4:15 PM;1,123.75;362.00;1,354.00;8,133.75;3,102.00;33.00;696.25;1,386.50;737.50;824.25;39.75;332.25
Mar 30, 2023 4:15 PM;Mar 30, 2023 4:30 PM;1,126.75;366.75;1,353.25;8,111.50;2,910.00;33.00;696.25;1,385.75;727.75;844.75;43.75;333.50
Mar 30, 2023 4:30 PM;Mar 30, 2023 4:45 PM;1,128.50;379.50;1,370.50;8,132.00;2,698.00;33.00;696.25;1,379.25;700.25;851.00;39.50;334.25
Mar 30, 2023 4:45 PM;Mar 30, 2023 5:00 PM;1,131.50;370.50;1,399.75;8,017.50;2,547.25;33.00;696.00;1,382.75;703.75;849.50;12.00;335.50
Mar 30, 2023 5:00 PM;Mar 30, 2023 5:15 PM;1,142.50;368.50;1,398.50;7,907.75;2,379.00;33.25;696.50;1,388.25;668.25;875.00;3.25;336.50
Mar 30, 2023 5:15 PM;Mar 30, 2023 5:30 PM;1,143.25;367.75;1,418.75;7,878.00;2,134.50;33.25;696.00;1,424.00;649.00;939.50;4.25;335.50
Mar 30, 2023 5:30 PM;Mar 30, 2023 5:45 PM;1,151.50;379.75;1,447.50;7,781.00;1,852.50;33.25;696.50;1,449.25;620.75;957.75;6.25;336.25
Mar 30, 2023 5:45 PM;Mar 30, 2023 6:00 PM;1,156.50;407.00;1,453.25;7,502.50;1,608.75;34.50;696.50;1,581.00;616.00;992.50;160.00;338.25
Mar 30, 2023 6:00 PM;Mar 30, 2023 6:15 PM;1,176.25;382.25;1,433.25;7,294.00;1,326.25;35.50;696.25;1,682.00;664.00;1,067.75;32.00;339.25
Mar 30, 2023 6:15 PM;Mar 30, 2023 6:30 PM;1,182.75;385.00;1,425.75;7,100.00;1,001.00;35.50;696.25;1,754.25;668.50;1,077.50;59.00;339.25
Mar 30, 2023 6:30 PM;Mar 30, 2023 6:45 PM;1,191.50;412.50;1,427.25;6,894.75;741.50;35.50;696.25;1,893.25;687.75;1,109.75;241.25;340.00
Mar 30, 2023 6:45 PM;Mar 30, 2023 7:00 PM;1,199.75;390.00;1,420.75;6,596.00;516.00;35.75;696.25;2,002.75;707.50;1,169.75;869.00;339.25
Mar 30, 2023 7:00 PM;Mar 30, 2023 7:15 PM;1,205.50;397.25;1,378.25;6,429.25;305.75;36.50;696.25;2,111.75;792.75;1,239.25;1,172.00;339.75
Mar 30, 2023 7:15 PM;Mar 30, 2023 7:30 PM;1,213.50;389.50;1,402.00;6,381.25;142.75;36.50;696.25;2,150.50;843.00;1,229.00;1,378.75;337.25
Mar 30, 2023 7:30 PM;Mar 30, 2023 7:45 PM;1,210.75;391.25;1,403.25;6,398.75;36.25;36.75;696.00;2,187.00;890.75;1,232.50;1,552.25;340.00
Mar 30, 2023 7:45 PM;Mar 30, 2023 8:00 PM;1,211.75;393.25;1,382.25;6,476.25;3.75;36.50;696.25;2,221.25;940.00;1,238.00;1,491.25;339.75
Mar 30, 2023 8:00 PM;Mar 30, 2023 8:15 PM;1,208.50;408.75;1,411.50;6,475.25;1.00;35.50;696.50;2,277.25;944.25;1,281.00;1,585.25;339.00
Mar 30, 2023 8:15 PM;Mar 30, 2023 8:30 PM;1,209.25;404.75;1,371.25;6,418.50;0.75;35.25;696.25;2,339.00;945.25;1,276.75;1,344.50;338.75
Mar 30, 2023 8:30 PM;Mar 30, 2023 8:45 PM;1,208.25;411.00;1,288.25;6,356.50;0.75;35.25;698.00;2,343.50;905.50;1,295.50;1,027.50;337.75
Mar 30, 2023 8:45 PM;Mar 30, 2023 9:00 PM;1,208.25;415.50;1,264.25;6,331.25;0.75;35.25;698.50;2,260.50;849.25;1,291.25;849.25;332.00
Mar 30, 2023 9:00 PM;Mar 30, 2023 9:15 PM;1,188.75;432.00;1,315.25;6,401.75;0.75;35.25;699.00;2,238.00;745.25;1,269.00;1,151.50;330.50
Mar 30, 2023 9:15 PM;Mar 30, 2023 9:30 PM;1,185.75;433.00;1,340.75;6,442.25;0.75;35.25;698.75;2,198.25;708.00;1,236.75;887.25;330.50
Mar 30, 2023 9:30 PM;Mar 30, 2023 9:45 PM;1,178.25;417.25;1,338.25;6,513.00;0.75;35.25;698.50;2,141.75;698.75;1,203.75;518.25;332.75
Mar 30, 2023 9:45 PM;Mar 30, 2023 10:00 PM;1,179.00;417.75;1,313.25;6,537.75;0.75;35.25;698.00;2,065.50;681.00;1,188.00;404.25;335.25
Mar 30, 2023 10:00 PM;Mar 30, 2023 10:15 PM;1,153.00;442.50;1,402.75;6,475.25;0.75;34.00;697.00;2,035.50;669.50;1,093.75;497.75;332.75
Mar 30, 2023 10:15 PM;Mar 30, 2023 10:30 PM;1,149.75;429.25;1,368.50;6,467.75;0.75;33.75;697.00;1,978.50;663.00;1,054.75;357.00;329.00
Mar 30, 2023 10:30 PM;Mar 30, 2023 10:45 PM;1,148.25;432.75;1,311.50;6,375.00;0.75;33.75;697.00;1,919.25;663.50;1,045.75;366.00;329.00
Mar 30, 2023 10:45 PM;Mar 30, 2023 11:00 PM;1,145.75;429.75;1,277.50;6,292.50;0.75;33.75;696.50;1,848.50;659.00;1,030.25;186.50;333.00
Mar 30, 2023 11:00 PM;Mar 30, 2023 11:15 PM;1,132.50;430.50;1,215.00;6,250.00;0.75;33.75;696.75;1,766.25;662.50;990.00;338.00;334.25
Mar 30, 2023 11:15 PM;Mar 30, 2023 11:30 PM;1,129.25;428.00;1,203.25;6,202.75;0.75;33.50;696.50;1,730.25;648.75;962.00;198.25;335.00
Mar 30, 2023 11:30 PM;Mar 30, 2023 11:45 PM;1,128.75;427.75;1,172.75;6,180.00;0.75;33.50;696.75;1,680.00;642.50;950.50;51.00;335.25
Mar 30, 2023 11:45 PM;Mar 31, 2023 12:00 AM;1,122.75;428.50;1,084.50;6,144.00;0.75;33.50;697.00;1,623.00;633.25;913.50;13.00;328.50
Mar 31, 2023 12:00 AM;Mar 31, 2023 12:15 AM;1,112.00;433.75;1,132.50;6,154.25;1.00;33.50;697.50;1,608.25;640.25;853.75;78.25;324.75
Mar 31, 2023 12:15 AM;Mar 31, 2023 12:30 AM;1,110.00;430.50;1,134.75;6,174.25;1.00;33.50;697.00;1,600.25;641.25;832.00;97.00;323.25
Mar 31, 2023 12:30 AM;Mar 31, 2023 12:45 AM;1,110.25;430.25;1,171.00;6,206.75;0.75;33.50;697.75;1,620.50;642.00;849.50;85.25;329.00
Mar 31, 2023 12:45 AM;Mar 31, 2023 1:00 AM;1,107.00;430.50;1,213.75;6,216.50;0.75;33.50;699.00;1,604.00;641.50;856.25;40.25;326.00
Mar 31, 2023 1:00 AM;Mar 31, 2023 1:15 AM;1,107.25;432.50;1,281.25;6,249.25;0.75;33.25;699.25;1,630.50;543.00;892.50;54.25;324.00
Mar 31, 2023 1:15 AM;Mar 31, 2023 1:30 AM;1,103.25;430.75;1,304.00;6,229.50;0.75;33.00;699.00;1,626.00;543.00;877.75;40.50;320.00
Mar 31, 2023 1:30 AM;Mar 31, 2023 1:45 AM;1,102.50;430.25;1,330.00;6,187.25;0.75;33.00;699.00;1,602.75;543.00;889.00;40.75;322.50
Mar 31, 2023 1:45 AM;Mar 31, 2023 2:00 AM;1,101.50;433.25;1,359.00;6,128.25;0.75;33.00;699.00;1,579.00;539.75;876.00;41.75;321.00
Mar 31, 2023 2:00 AM;Mar 31, 2023 2:15 AM;1,101.00;432.00;1,358.25;6,122.75;0.75;33.00;699.25;1,581.75;532.75;855.25;42.00;322.25
Mar 31, 2023 2:15 AM;Mar 31, 2023 2:30 AM;1,100.50;433.75;1,312.25;6,133.25;0.75;33.00;699.00;1,565.75;533.00;847.50;41.75;319.00
Mar 31, 2023 2:30 AM;Mar 31, 2023 2:45 AM;1,099.25;436.25;1,275.75;6,078.50;0.75;33.00;699.50;1,568.25;531.25;856.25;40.75;317.50
Mar 31, 2023 2:45 AM;Mar 31, 2023 3:00 AM;1,098.50;432.00;1,249.50;6,002.50;0.75;33.00;699.25;1,571.00;531.00;855.75;39.50;317.25
Mar 31, 2023 3:00 AM;Mar 31, 2023 3:15 AM;1,094.00;436.75;1,191.25;5,932.50;0.75;33.00;699.25;1,553.50;531.00;845.75;39.50;314.50
Mar 31, 2023 3:15 AM;Mar 31, 2023 3:30 AM;1,096.75;439.25;1,055.00;5,814.25;0.75;33.00;699.75;1,552.00;534.00;856.00;44.50;315.25
Mar 31, 2023 3:30 AM;Mar 31, 2023 3:45 AM;1,093.75;437.50;980.25;5,701.00;0.75;33.00;700.00;1,589.50;533.00;852.00;39.50;315.25
Mar 31, 2023 3:45 AM;Mar 31, 2023 4:00 AM;1,097.75;436.00;936.75;5,575.50;0.75;33.25;700.00;1,641.00;533.25;837.75;41.00;320.25
Mar 31, 2023 4:00 AM;Mar 31, 2023 4:15 AM;1,095.00;431.25;859.75;5,431.75;0.75;34.00;700.25;1,687.75;530.75;888.75;39.25;318.75
Mar 31, 2023 4:15 AM;Mar 31, 2023 4:30 AM;1,102.00;434.50;795.00;5,199.00;0.75;34.00;700.25;1,786.75;535.00;899.25;77.75;321.50
Mar 31, 2023 4:30 AM;Mar 31, 2023 4:45 AM;1,102.75;445.00;806.75;5,002.25;0.75;33.75;700.25;1,847.50;534.50;962.50;179.50;321.25
Mar 31, 2023 4:45 AM;Mar 31, 2023 5:00 AM;1,108.50;434.50;798.50;4,750.25;0.75;34.25;700.25;1,912.75;534.00;940.25;193.75;321.00
Mar 31, 2023 5:00 AM;Mar 31, 2023 5:15 AM;1,112.75;427.25;796.00;4,594.25;0.75;36.00;700.25;1,961.25;534.75;1,003.50;70.25;324.75
Mar 31, 2023 5:15 AM;Mar 31, 2023 5:30 AM;1,121.75;425.50;817.75;4,481.50;0.75;36.00;700.00;1,988.25;537.25;1,118.25;43.75;324.50
Mar 31, 2023 5:30 AM;Mar 31, 2023 5:45 AM;1,126.00;428.50;836.00;4,335.50;1.00;36.00;700.25;2,030.00;546.25;1,125.75;222.75;322.75
