Zeit von [CET/CEST];Zeit bis [CET/CEST];Wind [MW];Solar [MW];Biomasse [MW];Gas [MW];Kohle [MW];Öl [MW];Geothermie [MW];Pumpspeicher [MW];Lauf- und Schwellwasser [MW];Speicher [MW];Sonstige Erneuerbare [MW];Müll [MW];Andere [MW]
12.04.2023 00:15:00;12.04.2023 00:30:00;1924,000;0,000;200,000;556,000;0,000;0,000;0,072;-208,800;2461,200;106,400;0,000;100,000;22,000
12.04.2023 00:30:00;12.04.2023 00:45:00;1960,000;0,000;200,000;589,600;0,000;0,000;0,072;-310,800;2467,200;85,600;0,000;100,000;22,000
12.04.2023 00:45:00;12.04.2023 01:00:00;1996,000;0,000;200,000;662,000;0,000;0,000;0,072;-357,600;2456,400;70,000;0,000;100,000;22,000
12.04.2023 01:00:00;12.04.2023 01:15:00;1960,000;0,000;200,000;662,000;0,000;0,000;0,072;-508,800;2442,400;102,000;0,000;100,000;22,000
12.04.2023 01:15:00;12.04.2023 01:30:00;2036,000;0,000;200,000;671,200;0,000;0,000;0,072;-589,200;2430,400;91,200;0,000;100,000;22,000
12.04.2023 01:30:00;12.04.2023 01:45:00;2032,000;0,000;200,000;668,400;0,000;0,000;0,072;-647,200;2430,800;74,000;0,000;100,000;22,000
12.04.2023 01:45:00;12.04.2023 02:00:00;1988,000;0,000;200,000;676,400;0,000;0,000;0,072;-692,000;2433,200;98,400;0,000;100,000;22,000
12.04.2023 02:00:00;12.04.2023 02:15:00;2004,000;0,000;200,000;678,800;0,000;0,000;0,072;-702,800;2397,600;114,400;0,000;100,000;22,000
12.04.2023 02:15:00;12.04.2023 02:30:00;2000,000;0,000;200,000;672,800;0,000;0,000;0,072;-664,800;2352,000;102,800;0,000;100,000;22,000
12.04.2023 02:30:00;12.04.2023 02:45:00;1868,000;0,000;200,000;680,000;0,000;0,000;0,072;-356,000;2370,000;105,600;0,000;100,000;22,000
12.04.2023 02:45:00;12.04.2023 03:00:00;1752,000;0,000;200,000;681,600;0,000;0,000;0,072;-337,200;2370,000;99,200;0,000;100,000;22,000
12.04.2023 03:00:00;12.04.2023 03:15:00;1584,000;0,000;196,000;688,400;0,000;0,000;0,072;-400,400;2393,600;96,800;0,000;100,000;22,000
12.04.2023 03:15:00;12.04.2023 03:30:00;1464,000;0,000;200,000;719,200;0,000;0,000;0,072;-350,000;2392,800;113,600;0,000;100,000;22,000
12.04.2023 03:30:00;12.04.2023 03:45:00;1356,000;0,000;200,000;753,200;0,000;0,000;0,072;-320,800;2411,600;104,000;0,000;100,000;22,000
12.04.2023 03:45:00;12.04.2023 04:00:00;1212,000;0,000;200,000;780,800;0,000;0,000;0,072;-272,800;2409,200;98,800;0,000;100,000;22,000
12.04.2023 04:00:00;12.04.2023 04:15:00;1144,000;0,000;200,000;833,600;0,000;0,000;0,072;66,800;2393,200;62,000;0,000;100,000;22,000
12.04.2023 04:15:00;12.04.2023 04:30:00;1060,000;0,000;200,000;837,600;0,000;0,000;0,072;133,600;2396,400;74,800;0,000;100,000;22,000
12.04.2023 04:30:00;12.04.2023 04:45:00;968,000;0,000;200,000;834,800;0,000;0,000;0,072;156,000;2388,800;72,000;0,000;100,000;22,000
12.04.2023 04:45:00;12.04.2023 05:00:00;856,000;0,000;200,000;850,400;0,000;0,000;0,072;360,000;2371,600;102,800;0,000;100,000;22,000
12.04.2023 05:00:00;12.04.2023 05:15:00;776,000;0,000;200,000;866,000;0,000;0,000;0,072;1121,600;2359,200;85,200;0,000;100,000;22,000
12.04.2023 05:15:00;12.04.2023 05:30:00;708,000;0,000;200,000;878,800;0,000;0,000;0,072;1219,600;2381,600;124,000;0,000;100,000;22,000
12.04.2023 05:30:00;12.04.2023 05:45:00;648,000;0,000;200,000;910,800;0,000;0,000;0,072;1355,600;2415,600;159,600;0,000;100,000;22,000
12.04.2023 05:45:00;12.04.2023 06:00:00;652,000;0,000;200,000;1074,800;0,000;0,000;0,072;1392,400;2427,600;204,400;0,000;100,000;22,000
12.04.2023 06:00:00;12.04.2023 06:15:00;596,000;0,000;196,000;1198,400;0,000;0,000;0,072;1771,600;2536,800;261,200;0,000;100,000;22,000
12.04.2023 06:15:00;12.04.2023 06:30:00;512,000;20,000;196,000;1294,000;0,000;0,000;0,072;1945,200;2594,400;306,800;0,000;100,000;22,000
12.04.2023 06:30:00;12.04.2023 06:45:00;388,000;52,000;200,000;1313,200;0,000;0,000;0,072;2014,400;2654,800;569,600;0,000;100,000;22,000
12.04.2023 06:45:00;12.04.2023 07:00:00;308,000;52,000;196,000;1342,000;0,000;0,000;0,072;2188,400;2678,800;578,800;0,000;100,000;22,000
12.04.2023 07:00:00;12.04.2023 07:15:00;264,000;60,000;196,000;1354,400;0,000;0,000;0,072;2404,400;2730,400;487,200;0,000;100,000;22,000
12.04.2023 07:15:00;12.04.2023 07:30:00;248,000;76,000;196,000;1360,000;0,000;0,000;0,072;2498,000;2786,400;542,000;0,000;100,000;22,000
12.04.2023 07:30:00;12.04.2023 07:45:00;256,000;100,000;200,000;1370,000;0,000;0,000;0,072;2459,200;2788,000;527,600;0,000;100,000;22,000
12.04.2023 07:45:00;12.04.2023 08:00:00;240,000;140,000;200,000;1374,000;0,000;0,000;0,072;2436,800;2811,600;490,400;0,000;100,000;22,000
12.04.2023 08:00:00;12.04.2023 08:15:00;220,000;184,000;200,000;1372,400;0,000;0,000;0,072;2416,800;2802,000;564,800;0,000;100,000;22,000
12.04.2023 08:15:00;12.04.2023 08:30:00;208,000;228,000;200,000;1378,400;0,000;0,000;0,072;2388,000;2811,200;514,400;0,000;100,000;22,000
12.04.2023 08:30:00;12.04.2023 08:45:00;208,000;284,000;200,000;1383,600;0,000;0,000;0,072;2366,400;2818,400;464,400;0,000;100,000;22,000
12.04.2023 08:45:00;12.04.2023 09:00:00;240,000;344,000;200,000;1384,800;0,000;0,000;0,072;2162,400;2828,000;439,600;0,000;100,000;22,000
12.04.2023 09:00:00;12.04.2023 09:15:00;236,000;412,000;200,000;1331,200;0,000;0,000;0,072;1037,200;2892,000;472,000;0,000;100,000;22,000
12.04.2023 09:15:00;12.04.2023 09:30:00;172,000;480,000;204,000;1238,400;0,000;0,000;0,072;944,000;2883,200;417,200;0,000;100,000;22,000
12.04.2023 09:30:00;12.04.2023 09:45:00;112,000;548,000;204,000;1175,600;0,000;0,000;0,072;940,000;2850,400;283,600;0,000;100,000;22,000
12.04.2023 09:45:00;12.04.2023 10:00:00;84,000;616,000;204,000;1180,400;0,000;0,000;0,072;925,200;2814,000;269,600;0,000;100,000;22,000
12.04.2023 10:00:00;12.04.2023 10:15:00;48,000;688,000;204,000;1204,400;0,000;0,000;0,072;480,800;2848,800;282,000;0,000;100,000;22,000
12.04.2023 10:15:00;12.04.2023 10:30:00;32,000;756,000;204,000;1207,600;0,000;0,000;0,072;436,800;2822,800;204,800;0,000;100,000;22,000
12.04.2023 10:30:00;12.04.2023 10:45:00;28,000;808,000;204,000;1211,600;0,000;0,000;0,072;412,800;2805,600;192,000;0,000;100,000;22,000
12.04.2023 10:45:00;12.04.2023 11:00:00;24,000;848,000;204,000;1213,200;0,000;0,000;0,072;309,600;2810,400;192,000;0,000;100,000;22,000
12.04.2023 11:00:00;12.04.2023 11:15:00;24,000;888,000;204,000;1232,800;0,000;0,000;0,072;351,200;2848,800;230,400;0,000;100,000;22,000
12.04.2023 11:15:00;12.04.2023 11:30:00;16,000;932,000;204,000;1224,000;0,000;0,000;0,072;338,400;2854,000;212,800;0,000;100,000;22,000
12.04.2023 11:30:00;12.04.2023 11:45:00;8,000;968,000;204,000;1222,800;0,000;0,000;0,072;376,400;2851,600;211,200;0,000;100,000;22,000
12.04.2023 11:45:00;12.04.2023 12:00:00;8,000;996,000;204,000;1221,200;0,000;0,000;0,072;279,600;2864,400;216,000;0,000;100,000;22,000
12.04.2023 12:00:00;12.04.2023 12:15:00;4,000;984,000;204,000;1088,400;0,000;0,000;0,072;-18,400;2893,600;200,800;0,000;100,000;22,000
12.04.2023 12:15:00;12.04.2023 12:30:00;4,000;972,000;204,000;886,400;0,000;0,000;0,072;-108,000;2940,000;175,200;0,000;100,000;22,000
12.04.2023 12:30:00;12.04.2023 12:45:00;8,000;940,000;204,000;863,600;0,000;0,000;0,072;-138,400;2960,400;198,400;0,000;100,000;22,000
12.04.2023 12:45:00;12.04.2023 13:00:00;8,000;896,000;208,000;861,200;0,000;0,000;0,072;-204,800;2986,400;222,000;0,000;100,000;22,000
12.04.2023 13:00:00;12.04.2023 13:15:00;12,000;852,000;208,000;832,400;0,000;0,000;0,072;-493,600;3030,800;288,400;0,000;100,000;22,000
12.04.2023 13:15:00;12.04.2023 13:30:00;16,000;808,000;208,000;834,400;0,000;0,000;0,072;-626,400;3026,000;243,200;0,000;100,000;22,000
12.04.2023 13:30:00;12.04.2023 13:45:00;12,000;756,000;208,000;846,400;0,000;0,000;0,072;-616,800;3069,600;262,400;0,000;100,000;22,000
12.04.2023 13:45:00;12.04.2023 14:00:00;12,000;708,000;208,000;848,800;0,000;0,000;0,072;-669,600;3080,000;218,800;0,000;100,000;22,000
12.04.2023 14:00:00;12.04.2023 14:15:00;20,000;696,000;208,000;845,600;0,000;0,000;0,072;-618,800;3055,200;308,000;0,000;100,000;22,000
12.04.2023 14:15:00;12.04.2023 14:30:00;32,000;680,000;208,000;849,200;0,000;0,000;0,072;-603,200;3014,800;260,000;0,000;100,000;22,000
12.04.2023 14:30:00;12.04.2023 14:45:00;44,000;664,000;208,000;848,400;0,000;0,000;0,072;-560,400;2997,600;350,400;0,000;100,000;22,000
12.04.2023 14:45:00;12.04.2023 15:00:00;40,000;648,000;208,000;838,800;0,000;0,000;0,072;-572,400;2967,600;373,600;0,000;100,000;22,000
12.04.2023 15:00:00;12.04.2023 15:15:00;44,000;624,000;208,000;807,200;0,000;0,000;0,072;-281,200;2898,000;283,600;0,000;100,000;22,000
12.04.2023 15:15:00;12.04.2023 15:30:00;72,000;592,000;208,000;792,000;0,000;0,000;0,072;-253,600;2861,600;241,600;0,000;100,000;22,000
12.04.2023 15:30:00;12.04.2023 15:45:00;104,000;564,000;208,000;811,200;0,000;0,000;0,072;-253,600;2854,400;197,600;0,000;100,000;22,000
12.04.2023 15:45:00;12.04.2023 16:00:00;120,000;540,000;208,000;825,600;0,000;0,000;0,072;-206,400;2823,200;177,600;0,000;100,000;22,000
12.04.2023 16:00:00;12.04.2023 16:15:00;140,000;508,000;208,000;824,000;0,000;0,000;0,072;386,000;2744,400;224,800;0,000;100,000;22,000
12.04.2023 16:15:00;12.04.2023 16:30:00;172,000;464,000;208,000;830,000;0,000;0,000;0,072;410,000;2732,400;173,600;0,000;100,000;22,000
12.04.2023 16:30:00;12.04.2023 16:45:00;220,000;416,000;208,000;840,800;0,000;0,000;0,072;497,600;2741,200;195,200;0,000;100,000;22,000
12.04.2023 16:45:00;12.04.2023 17:00:00;284,000;380,000;208,000;866,800;0,000;0,000;0,072;496,800;2725,200;185,200;0,000;100,000;22,000
12.04.2023 17:00:00;12.04.2023 17:15:00;336,000;344,000;208,000;895,600;0,000;0,000;0,072;212,400;2712,000;193,200;0,000;100,000;22,000
12.04.2023 17:15:00;12.04.2023 17:30:00;412,000;304,000;208,000;915,600;0,000;0,000;0,072;209,600;2704,000;192,000;0,000;100,000;22,000
12.04.2023 17:30:00;12.04.2023 17:45:00;464,000;256,000;204,000;942,800;0,000;0,000;0,072;158,000;2750,400;190,400;0,000;100,000;22,000
12.04.2023 17:45:00;12.04.2023 18:00:00;484,000;208,000;204,000;958,000;0,000;0,000;0,072;264,400;2778,400;214,400;0,000;100,000;22,000
12.04.2023 18:00:00;12.04.2023 18:15:00;504,000;176,000;204,000;952,000;0,000;0,000;0,072;1171,600;2765,600;235,200;0,000;100,000;22,000
12.04.2023 18:15:00;12.04.2023 18:30:00;472,000;156,000;204,000;950,400;0,000;0,000;0,072;1375,200;2777,600;235,200;0,000;100,000;22,000
12.04.2023 18:30:00;12.04.2023 18:45:00;456,000;128,000;204,000;950,400;0,000;0,000;0,072;1486,800;2828,800;238,000;0,000;100,000;22,000
12.04.2023 18:45:00;12.04.2023 19:00:00;448,000;92,000;204,000;947,600;0,000;0,000;0,072;1681,600;2836,000;308,000;0,000;100,000;22,000
12.04.2023 19:00:00;12.04.2023 19:15:00;500,000;64,000;200,000;931,200;0,000;0,000;0,072;2463,600;2740,000;573,600;0,000;100,000;22,000
12.04.2023 19:15:00;12.04.2023 19:30:00;540,000;56,000;200,000;929,600;0,000;0,000;0,072;2467,600;2758,800;728,400;0,000;100,000;22,000
12.04.2023 19:30:00;12.04.2023 19:45:00;536,000;40,000;200,000;927,200;0,000;0,000;0,072;2502,800;2749,200;822,000;0,000;100,000;22,000
12.04.2023 19:45:00;12.04.2023 20:00:00;544,000;4,000;200,000;929,200;0,000;0,000;0,072;2533,200;2778,000;878,400;0,000;100,000;22,000
12.04.2023 20:00:00;12.04.2023 20:15:00;576,000;0,000;200,000;947,200;0,000;0,000;0,072;2503,200;2817,600;993,600;0,000;100,000;22,000
12.04.2023 20:15:00;12.04.2023 20:30:00;652,000;0,000;200,000;943,200;0,000;0,000;0,072;2507,600;2804,000;894,400;0,000;100,000;22,000
12.04.2023 20:30:00;12.04.2023 20:45:00;700,000;0,000;196,000;938,000;0,000;0,000;0,072;2430,000;2780,800;795,200;0,000;100,000;22,000
12.04.2023 20:45:00;12.04.2023 21:00:00;772,000;0,000;196,000;937,600;0,000;0,000;0,072;2320,400;2792,000;695,600;0,000;100,000;22,000
12.04.2023 21:00:00;12.04.2023 21:15:00;848,000;0,000;196,000;940,800;0,000;0,000;0,072;2050,800;2808,400;726,000;0,000;100,000;22,000
12.04.2023 21:15:00;12.04.2023 21:30:00;864,000;0,000;196,000;940,000;0,000;0,000;0,072;2026,800;2770,800;622,000;0,000;100,000;22,000
12.04.2023 21:30:00;12.04.2023 21:45:00;872,000;0,000;196,000;938,800;0,000;0,000;0,072;1963,600;2740,000;404,400;0,000;100,000;22,000
12.04.2023 21:45:00;12.04.2023 22:00:00;880,000;0,000;196,000;927,200;0,000;0,000;0,072;1906,400;2708,000;377,200;0,000;100,000;22,000
12.04.2023 22:00:00;12.04.2023 22:15:00;852,000;0,000;196,000;847,600;0,000;0,000;0,072;1920,800;2633,600;503,600;0,000;100,000;22,000
12.04.2023 22:15:00;12.04.2023 22:30:00;820,000;0,000;196,000;777,600;0,000;0,000;0,072;1928,000;2633,600;430,800;0,000;100,000;22,000
12.04.2023 22:30:00;12.04.2023 22:45:00;724,000;0,000;196,000;732,400;0,000;0,000;0,072;1871,200;2627,200;410,000;0,000;100,000;22,000
12.04.2023 22:45:00;12.04.2023 23:00:00;660,000;0,000;196,000;726,800;0,000;0,000;0,072;1784,000;2641,200;297,600;0,000;100,000;22,000
12.04.2023 23:00:00;12.04.2023 23:15:00;604,000;0,000;196,000;710,000;0,000;0,000;0,072;925,200;2605,200;330,800;0,000;100,000;22,000
12.04.2023 23:15:00;12.04.2023 23:30:00;540,000;0,000;196,000;706,400;0,000;0,000;0,072;793,200;2594,400;242,000;0,000;100,000;22,000
12.04.2023 23:30:00;12.04.2023 23:45:00;484,000;0,000;200,000;706,400;0,000;0,000;0,072;742,000;2608,000;181,200;0,000;100,000;22,000
12.04.2023 23:45:00;13.04.2023 00:00:00;424,000;0,000;200,000;715,200;0,000;0,000;0,072;621,600;2608,800;140,000;0,000;100,000;22,000
13.04.2023 00:00:00;13.04.2023 00:15:00;368,000;0,000;196,000;666,400;0,000;0,000;0,072;126,800;2616,800;209,200;0,000;100,000;22,000
13.04.2023 00:15:00;13.04.2023 00:30:00;304,000;0,000;196,000;617,600;0,000;0,000;0,072;81,600;2588,400;200,400;0,000;100,000;22,000
13.04.2023 00:30:00;13.04.2023 00:45:00;276,000;0,000;196,000;587,600;0,000;0,000;0,072;67,600;2568,400;166,400;0,000;100,000;22,000
13.04.2023 00:45:00;13.04.2023 01:00:00;228,000;0,000;196,000;592,400;0,000;0,000;0,072;29,600;2583,600;160,000;0,000;100,000;22,000
13.04.2023 01:00:00;13.04.2023 01:15:00;180,000;0,000;196,000;528,000;0,000;0,000;0,072;18,000;2606,800;103,200;0,000;100,000;22,000
13.04.2023 01:15:00;13.04.2023 01:30:00;160,000;0,000;196,000;482,800;0,000;0,000;0,072;2,000;2612,400;98,400;0,000;100,000;22,000
13.04.2023 01:30:00;13.04.2023 01:45:00;164,000;0,000;196,000;506,000;0,000;0,000;0,072;-17,200;2612,400;99,600;0,000;100,000;22,000
13.04.2023 01:45:00;13.04.2023 02:00:00;172,000;0,000;196,000;509,600;0,000;0,000;0,072;18,000;2628,400;99,600;0,000;100,000;22,000
13.04.2023 02:00:00;13.04.2023 02:15:00;188,000;0,000;196,000;546,400;0,000;0,000;0,072;226,000;2631,600;138,000;0,000;100,000;22,000
13.04.2023 02:15:00;13.04.2023 02:30:00;216,000;0,000;196,000;549,200;0,000;0,000;0,072;222,800;2623,600;144,800;0,000;100,000;22,000
13.04.2023 02:30:00;13.04.2023 02:45:00;232,000;0,000;196,000;549,200;0,000;0,000;0,072;198,800;2618,400;111,200;0,000;100,000;22,000
13.04.2023 02:45:00;13.04.2023 03:00:00;240,000;0,000;196,000;548,000;0,000;0,000;0,072;141,600;2618,000;101,200;0,000;100,000;22,000
13.04.2023 03:00:00;13.04.2023 03:15:00;228,000;0,000;196,000;560,400;0,000;0,000;0,072;32,000;2678,800;126,000;0,000;100,000;22,000
13.04.2023 03:15:00;13.04.2023 03:30:00;212,000;0,000;196,000;558,400;0,000;0,000;0,072;-10,400;2684,800;124,000;0,000;100,000;22,000
13.04.2023 03:30:00;13.04.2023 03:45:00;184,000;0,000;196,000;561,200;0,000;0,000;0,072;-26,800;2708,400;124,000;0,000;100,000;22,000
13.04.2023 03:45:00;13.04.2023 04:00:00;176,000;0,000;196,000;561,200;0,000;0,000;0,072;8,800;2702,800;135,600;0,000;100,000;22,000
13.04.2023 04:00:00;13.04.2023 04:15:00;192,000;0,000;196,000;561,200;0,000;0,000;0,072;20,400;2688,000;187,200;0,000;100,000;22,000
13.04.2023 04:15:00;13.04.2023 04:30:00;220,000;0,000;196,000;564,800;0,000;0,000;0,072;16,400;2691,600;201,600;0,000;100,000;22,000
13.04.2023 04:30:00;13.04.2023 04:45:00;236,000;0,000;196,000;562,400;0,000;0,000;0,072;12,000;2703,200;203,200;0,000;100,000;22,000
13.04.2023 04:45:00;13.04.2023 05:00:00;228,000;0,000;196,000;573,200;0,000;0,000;0,072;70,000;2690,000;198,800;0,000;100,000;22,000
13.04.2023 05:00:00;13.04.2023 05:15:00;236,000;0,000;196,000;692,400;0,000;0,000;0,072;672,400;2620,400;159,600;0,000;100,000;22,000
13.04.2023 05:15:00;13.04.2023 05:30:00;248,000;0,000;196,000;759,200;0,000;0,000;0,072;737,600;2624,000;170,000;0,000;100,000;22,000
13.04.2023 05:30:00;13.04.2023 05:45:00;240,000;0,000;196,000;823,200;0,000;0,000;0,072;817,200;2620,400;267,600;0,000;100,000;22,000
13.04.2023 05:45:00;13.04.2023 06:00:00;280,000;0,000;196,000;937,600;0,000;0,000;0,072;1015,200;2632,400;258,400;0,000;100,000;22,000
13.04.2023 06:00:00;13.04.2023 06:15:00;328,000;0,000;196,000;1030,400;0,000;0,000;0,072;1381,200;2674,400;332,800;0,000;100,000;22,000
13.04.2023 06:15:00;13.04.2023 06:30:00;384,000;32,000;196,000;1057,200;0,000;0,000;0,072;1451,600;2716,800;408,800;0,000;100,000;22,000
13.04.2023 06:30:00;13.04.2023 06:45:00;424,000;48,000;196,000;1151,600;0,000;0,000;0,072;1410,000;2752,000;496,000;0,000;100,000;22,000
13.04.2023 06:45:00;13.04.2023 07:00:00;400,000;52,000;196,000;1073,200;0,000;0,000;0,072;1522,400;2779,200;460,000;0,000;100,000;22,000
13.04.2023 07:00:00;13.04.2023 07:15:00;388,000;56,000;196,000;1085,600;0,000;0,000;0,072;1934,400;2840,400;556,400;0,000;100,000;22,000
13.04.2023 07:15:00;13.04.2023 07:30:00;444,000;60,000;196,000;1227,200;0,000;0,000;0,072;2034,400;2838,400;614,800;0,000;100,000;22,000
13.04.2023 07:30:00;13.04.2023 07:45:00;556,000;68,000;196,000;1284,400;0,000;0,000;0,072;2090,000;2833,200;680,400;0,000;100,000;22,000
13.04.2023 07:45:00;13.04.2023 08:00:00;732,000;80,000;196,000;1278,400;0,000;0,000;0,072;2018,800;2832,000;696,000;0,000;100,000;22,000
13.04.2023 08:00:00;13.04.2023 08:15:00;860,000;96,000;196,000;1392,000;0,000;0,000;0,072;1817,200;2822,400;787,600;0,000;100,000;22,000
13.04.2023 08:15:00;13.04.2023 08:30:00;928,000;112,000;196,000;1422,800;0,000;0,000;0,072;1823,600;2824,400;729,200;0,000;100,000;22,000
13.04.2023 08:30:00;13.04.2023 08:45:00;912,000;140,000;196,000;1425,600;0,000;0,000;0,072;1868,800;2819,200;726,800;0,000;100,000;22,000
13.04.2023 08:45:00;13.04.2023 09:00:00;904,000;172,000;196,000;1475,600;0,000;0,000;0,072;1793,600;2828,000;637,600;0,000;100,000;22,000
13.04.2023 09:00:00;13.04.2023 09:15:00;968,000;212,000;196,000;1551,200;0,000;0,000;0,072;1165,200;2826,800;401,600;0,000;100,000;22,000
13.04.2023 09:15:00;13.04.2023 09:30:00;1000,000;252,000;200,000;1572,400;0,000;0,000;0,072;1050,000;2804,800;383,200;0,000;100,000;22,000
13.04.2023 09:30:00;13.04.2023 09:45:00;1004,000;292,000;200,000;1584,400;0,000;0,000;0,072;1002,800;2810,400;364,400;0,000;100,000;22,000
13.04.2023 09:45:00;13.04.2023 10:00:00;972,000;328,000;200,000;1625,200;0,000;0,000;0,072;852,800;2820,000;370,400;0,000;100,000;22,000
13.04.2023 10:00:00;13.04.2023 10:15:00;976,000;372,000;200,000;1664,000;0,000;0,000;0,072;325,600;2814,800;346,000;0,000;100,000;22,000
13.04.2023 10:15:00;13.04.2023 10:30:00;964,000;412,000;204,000;1810,800;0,000;0,000;0,072;228,800;2794,800;283,600;0,000;100,000;22,000
13.04.2023 10:30:00;13.04.2023 10:45:00;940,000;444,000;204,000;1944,800;0,000;0,000;0,072;51,600;2797,600;272,800;0,000;100,000;22,000
13.04.2023 10:45:00;13.04.2023 11:00:00;912,000;468,000;204,000;2090,800;0,000;0,000;0,072;14,400;2796,400;278,000;0,000;100,000;22,000
13.04.2023 11:00:00;13.04.2023 11:15:00;852,000;500,000;204,000;2092,400;0,000;0,000;0,072;138,400;2808,400;272,800;0,000;100,000;22,000
13.04.2023 11:15:00;13.04.2023 11:30:00;824,000;528,000;208,000;2101,200;0,000;0,000;0,072;121,600;2805,200;259,600;0,000;100,000;22,000
13.04.2023 11:30:00;13.04.2023 11:45:00;832,000;548,000;208,000;2122,400;0,000;0,000;0,072;138,000;2810,400;258,400;0,000;100,000;22,000
13.04.2023 11:45:00;13.04.2023 12:00:00;856,000;552,000;208,000;2309,600;0,000;0,000;0,072;138,000;2790,800;258,400;0,000;100,000;22,000
13.04.2023 12:00:00;13.04.2023 12:15:00;796,000;556,000;208,000;2380,400;0,000;0,000;0,072;357,200;2762,800;295,600;0,000;100,000;22,000
13.04.2023 12:15:00;13.04.2023 12:30:00;716,000;572,000;208,000;2354,000;0,000;0,000;0,072;409,200;2740,400;340,400;0,000;100,000;22,000
13.04.2023 12:30:00;13.04.2023 12:45:00;732,000;576,000;208,000;2345,600;0,000;0,000;0,072;439,200;2718,000;299,200;0,000;100,000;22,000
13.04.2023 12:45:00;13.04.2023 13:00:00;868,000;568,000;208,000;2454,800;0,000;0,000;0,072;301,600;2714,000;292,400;0,000;100,000;22,000
13.04.2023 13:00:00;13.04.2023 13:15:00;948,000;560,000;208,000;2599,600;0,000;0,000;0,072;574,000;2711,600;340,400;0,000;100,000;22,000
13.04.2023 13:15:00;13.04.2023 13:30:00;1024,000;552,000;208,000;2596,000;0,000;0,000;0,072;608,800;2701,600;344,400;0,000;100,000;22,000
13.04.2023 13:30:00;13.04.2023 13:45:00;1032,000;548,000;208,000;2618,400;0,000;0,000;0,072;528,400;2700,800;358,000;0,000;100,000;22,000
13.04.2023 13:45:00;13.04.2023 14:00:00;976,000;544,000;208,000;2614,000;0,000;0,000;0,072;431,600;2693,600;342,400;0,000;100,000;22,000
13.04.2023 14:00:00;13.04.2023 14:15:00;904,000;540,000;208,000;2594,400;0,000;0,000;0,072;680,400;2694,800;314,800;0,000;100,000;22,000
13.04.2023 14:15:00;13.04.2023 14:30:00;924,000;536,000;208,000;2593,600;0,000;0,000;0,072;734,000;2686,000;277,200;0,000;100,000;22,000
13.04.2023 14:30:00;13.04.2023 14:45:00;1008,000;524,000;208,000;2601,200;0,000;0,000;0,072;698,000;2678,000;286,000;0,000;100,000;22,000
13.04.2023 14:45:00;13.04.2023 15:00:00;1128,000;500,000;208,000;2602,000;0,000;0,000;0,072;635,600;2663,200;302,400;0,000;100,000;22,000
13.04.2023 15:00:00;13.04.2023 15:15:00;1176,000;480,000;208,000;2780,000;0,000;0,000;0,072;782,000;2664,400;236,400;0,000;100,000;22,000
13.04.2023 15:15:00;13.04.2023 15:30:00;1148,000;460,000;208,000;2876,000;0,000;0,000;0,072;828,000;2642,800;218,400;0,000;100,000;22,000
13.04.2023 15:30:00;13.04.2023 15:45:00;1000,000;436,000;208,000;2908,000;0,000;0,000;0,072;835,600;2680,400;229,200;0,000;100,000;22,000
13.04.2023 15:45:00;13.04.2023 16:00:00;1028,000;404,000;208,000;2918,400;0,000;0,000;0,072;806,000;2708,000;245,200;0,000;100,000;22,000
13.04.2023 16:00:00;13.04.2023 16:15:00;1184,000;372,000;208,000;2819,600;0,000;0,000;0,072;579,600;2754,000;198,800;0,000;100,000;22,000
13.04.2023 16:15:00;13.04.2023 16:30:00;1196,000;344,000;208,000;2783,200;0,000;0,000;0,072;505,200;2767,200;194,400;0,000;100,000;22,000
13.04.2023 16:30:00;13.04.2023 16:45:00;1192,000;312,000;208,000;2791,600;0,000;0,000;0,072;439,200;2802,000;199,600;0,000;100,000;22,000
13.04.2023 16:45:00;13.04.2023 17:00:00;1136,000;288,000;208,000;2846,800;0,000;0,000;0,072;417,200;2796,400;219,200;0,000;100,000;22,000
13.04.2023 17:00:00;13.04.2023 17:15:00;1084,000;260,000;208,000;2954,000;0,000;0,000;0,072;701,200;2848,800;241,600;0,000;100,000;22,000
13.04.2023 17:15:00;13.04.2023 17:30:00;996,000;232,000;208,000;2957,200;0,000;0,000;0,072;748,000;2884,000;303,200;0,000;100,000;22,000
13.04.2023 17:30:00;13.04.2023 17:45:00;928,000;204,000;204,000;2953,600;0,000;0,000;0,072;876,000;2941,600;336,800;0,000;100,000;22,000
13.04.2023 17:45:00;13.04.2023 18:00:00;872,000;172,000;204,000;2951,200;0,000;0,000;0,072;1057,200;2982,000;358,400;0,000;100,000;22,000
13.04.2023 18:00:00;13.04.2023 18:15:00;848,000;140,000;204,000;2926,800;0,000;0,000;0,072;2123,600;3031,200;565,600;0,000;100,000;22,000
13.04.2023 18:15:00;13.04.2023 18:30:00;808,000;112,000;204,000;2929,600;0,000;0,000;0,072;2288,800;3061,600;600,800;0,000;100,000;22,000
13.04.2023 18:30:00;13.04.2023 18:45:00;740,000;92,000;204,000;2929,200;0,000;0,000;0,072;2317,200;3082,800;622,800;0,000;100,000;22,000
13.04.2023 18:45:00;13.04.2023 19:00:00;680,000;80,000;204,000;2936,400;0,000;0,000;0,072;2373,600;3098,000;682,400;0,000;100,000;22,000
13.04.2023 19:00:00;13.04.2023 19:15:00;656,000;68,000;204,000;2951,600;0,000;0,000;0,072;2625,600;3156,000;956,400;0,000;100,000;22,000
