Zeit von [CET/CEST];Zeit bis [CET/CEST];Wind [MW];Solar [MW];Biomasse [MW];Gas [MW];Kohle [MW];Öl [MW];Geothermie [MW];Pumpspeicher [MW];Lauf- und Schwellwasser [MW];Speicher [MW];Sonstige Erneuerbare [MW];Müll [MW];Andere [MW]
01.01.2023 00:00:00;01.01.2023 00:15:00;1000,000;0,000;240,000;27,600;0,000;0,000;0,072;-1404,800;2291,600;70,400;0,000;100,000;22,000
01.01.2023 00:15:00;01.01.2023 00:30:00;964,000;0,000;240,000;27,600;0,000;0,000;0,072;-1532,800;2283,200;66,800;0,000;100,000;22,000
01.01.2023 00:30:00;01.01.2023 00:45:00;956,000;0,000;240,000;28,000;0,000;0,000;0,072;-1544,400;2240,000;100,400;0,000;100,000;22,000
01.01.2023 00:45:00;01.01.2023 01:00:00;992,000;0,000;240,000;27,600;0,000;0,000;0,072;-1579,600;2199,600;77,600;0,000;100,000;22,000
01.01.2023 01:00:00;01.01.2023 01:15:00;880,000;0,000;240,000;27,600;0,000;0,000;0,072;-1590,800;2234,800;63,200;0,000;100,000;22,000
01.01.2023 01:15:00;01.01.2023 01:30:00;888,000;0,000;240,000;28,400;0,000;0,000;0,072;-1602,800;2229,200;73,600;0,000;100,000;22,000
01.01.2023 01:30:00;01.01.2023 01:45:00;948,000;0,000;240,000;28,800;0,000;0,000;0,072;-1572,000;2211,200;69,200;0,000;100,000;22,000
01.01.2023 01:45:00;01.01.2023 02:00:00;968,000;0,000;240,000;28,000;0,000;0,000;0,072;-1579,200;2194,800;70,800;0,000;100,000;22,000
01.01.2023 02:00:00;01.01.2023 02:15:00;956,000;0,000;240,000;28,800;0,000;0,000;0,072;-1649,600;2202,800;75,200;0,000;100,000;22,000
01.01.2023 02:15:00;01.01.2023 02:30:00;952,000;0,000;240,000;28,400;0,000;0,000;0,072;-1702,000;2172,400;65,600;0,000;100,000;22,000
01.01.2023 02:30:00;01.01.2023 02:45:00;936,000;0,000;240,000;28,000;0,000;0,000;0,072;-1716,000;2166,000;66,800;0,000;100,000;22,000
01.01.2023 02:45:00;01.01.2023 03:00:00;980,000;0,000;240,000;27,600;0,000;0,000;0,072;-1719,200;2140,000;63,600;0,000;100,000;22,000
01.01.2023 03:00:00;01.01.2023 03:15:00;964,000;0,000;240,000;28,400;0,000;0,000;0,072;-1766,400;2135,600;66,800;0,000;100,000;22,000
01.01.2023 03:15:00;01.01.2023 03:30:00;856,000;0,000;240,000;28,400;0,000;0,000;0,072;-1726,800;2165,600;66,800;0,000;100,000;22,000
01.01.2023 03:30:00;01.01.2023 03:45:00;820,000;0,000;240,000;36,400;0,000;0,000;0,072;-1692,000;2150,800;85,200;0,000;100,000;22,000
01.01.2023 03:45:00;01.01.2023 04:00:00;780,000;0,000;240,000;50,000;0,000;0,000;0,072;-1707,600;2127,600;66,000;0,000;100,000;22,000
01.01.2023 04:00:00;01.01.2023 04:15:00;672,000;0,000;240,000;52,400;0,000;0,000;0,072;-1718,000;2174,800;74,800;0,000;100,000;22,000
01.01.2023 04:15:00;01.01.2023 04:30:00;560,000;0,000;240,000;50,800;0,000;0,000;0,072;-1701,200;2164,800;127,200;0,000;100,000;22,000
01.01.2023 04:30:00;01.01.2023 04:45:00;520,000;0,000;244,000;50,400;0,000;0,000;0,072;-1624,000;2154,000;110,400;0,000;100,000;22,000
01.01.2023 04:45:00;01.01.2023 05:00:00;436,000;0,000;244,000;52,400;0,000;0,000;0,072;-1618,800;2164,000;128,000;0,000;100,000;22,000
01.01.2023 05:00:00;01.01.2023 05:15:00;320,000;0,000;244,000;51,200;0,000;0,000;0,072;-1552,000;2188,800;101,200;0,000;100,000;22,000
01.01.2023 05:15:00;01.01.2023 05:30:00;316,000;0,000;244,000;50,400;0,000;0,000;0,072;-1546,400;2178,400;112,000;0,000;100,000;22,000
01.01.2023 05:30:00;01.01.2023 05:45:00;332,000;0,000;244,000;52,400;0,000;0,000;0,072;-1544,800;2184,800;116,000;0,000;100,000;22,000
01.01.2023 05:45:00;01.01.2023 06:00:00;436,000;0,000;244,000;51,200;0,000;0,000;0,072;-1517,600;2177,200;108,400;0,000;100,000;22,000
01.01.2023 06:00:00;01.01.2023 06:15:00;444,000;0,000;244,000;50,800;0,000;0,000;0,072;-1161,200;2186,400;120,400;0,000;100,000;22,000
01.01.2023 06:15:00;01.01.2023 06:30:00;368,000;0,000;244,000;51,200;0,000;0,000;0,072;-1077,600;2255,200;75,600;0,000;100,000;22,000
01.01.2023 06:30:00;01.01.2023 06:45:00;240,000;0,000;244,000;52,000;0,000;0,000;0,072;-1010,400;2269,200;94,400;0,000;100,000;22,000
01.01.2023 06:45:00;01.01.2023 07:00:00;224,000;0,000;244,000;53,600;0,000;0,000;0,072;-983,200;2270,000;86,000;0,000;100,000;22,000
01.01.2023 07:00:00;01.01.2023 07:15:00;216,000;0,000;244,000;51,200;0,000;0,000;0,072;-1086,800;2280,400;121,600;0,000;100,000;22,000
01.01.2023 07:15:00;01.01.2023 07:30:00;224,000;0,000;244,000;51,200;0,000;0,000;0,072;-1056,800;2301,600;125,600;0,000;100,000;22,000
01.01.2023 07:30:00;01.01.2023 07:45:00;192,000;0,000;244,000;51,600;0,000;0,000;0,072;-1068,400;2356,800;151,200;0,000;100,000;22,000
01.01.2023 07:45:00;01.01.2023 08:00:00;196,000;8,000;244,000;51,200;0,000;0,000;0,072;-1060,400;2370,400;166,000;0,000;100,000;22,000
01.01.2023 08:00:00;01.01.2023 08:15:00;268,000;16,000;244,000;52,000;0,000;0,000;0,072;-871,200;2368,000;125,200;0,000;100,000;22,000
01.01.2023 08:15:00;01.01.2023 08:30:00;308,000;20,000;244,000;51,600;0,000;0,000;0,072;-834,000;2393,600;104,400;0,000;100,000;22,000
01.01.2023 08:30:00;01.01.2023 08:45:00;296,000;24,000;244,000;52,000;0,000;0,000;0,072;-829,200;2418,000;113,200;0,000;100,000;22,000
01.01.2023 08:45:00;01.01.2023 09:00:00;216,000;32,000;244,000;52,400;0,000;0,000;0,072;-829,600;2448,400;110,000;0,000;100,000;22,000
01.01.2023 09:00:00;01.01.2023 09:15:00;160,000;40,000;244,000;53,600;0,000;0,000;0,072;-909,600;2499,600;148,800;0,000;100,000;22,000
01.01.2023 09:15:00;01.01.2023 09:30:00;172,000;56,000;244,000;56,800;0,000;0,000;0,072;-934,400;2526,800;151,200;0,000;100,000;22,000
01.01.2023 09:30:00;01.01.2023 09:45:00;228,000;64,000;244,000;55,600;0,000;0,000;0,072;-986,000;2563,200;156,400;0,000;100,000;22,000
01.01.2023 09:45:00;01.01.2023 10:00:00;312,000;84,000;244,000;55,200;0,000;0,000;0,072;-976,400;2574,800;154,400;0,000;100,000;22,000
01.01.2023 10:00:00;01.01.2023 10:15:00;336,000;96,000;244,000;56,400;0,000;0,000;0,072;-968,400;2619,200;135,600;0,000;100,000;22,000
01.01.2023 10:15:00;01.01.2023 10:30:00;348,000;112,000;244,000;38,800;0,000;0,000;0,072;-995,600;2612,800;136,400;0,000;100,000;22,000
01.01.2023 10:30:00;01.01.2023 10:45:00;300,000;124,000;244,000;31,200;0,000;0,000;0,072;-1052,400;2633,600;142,400;0,000;100,000;22,000
01.01.2023 10:45:00;01.01.2023 11:00:00;232,000;132,000;244,000;31,600;0,000;0,000;0,072;-1044,400;2673,200;146,000;0,000;100,000;22,000
01.01.2023 11:00:00;01.01.2023 11:15:00;216,000;144,000;244,000;32,400;0,000;0,000;0,072;-1023,600;2762,400;156,800;0,000;100,000;22,000
01.01.2023 11:15:00;01.01.2023 11:30:00;240,000;160,000;244,000;32,000;0,000;0,000;0,072;-1004,800;2734,800;158,400;0,000;100,000;22,000
01.01.2023 11:30:00;01.01.2023 11:45:00;232,000;168,000;244,000;32,000;0,000;0,000;0,072;-995,600;2729,200;157,200;0,000;100,000;22,000
01.01.2023 11:45:00;01.01.2023 12:00:00;220,000;168,000;244,000;31,600;0,000;0,000;0,072;-980,000;2706,800;167,600;0,000;100,000;22,000
01.01.2023 12:00:00;01.01.2023 12:15:00;200,000;172,000;244,000;32,000;0,000;0,000;0,072;-806,400;2721,200;172,000;0,000;100,000;22,000
01.01.2023 12:15:00;01.01.2023 12:30:00;192,000;180,000;244,000;31,600;0,000;0,000;0,072;-823,600;2710,400;202,800;0,000;100,000;22,000
01.01.2023 12:30:00;01.01.2023 12:45:00;164,000;180,000;244,000;31,200;0,000;0,000;0,072;-771,200;2713,200;192,400;0,000;100,000;22,000
01.01.2023 12:45:00;01.01.2023 13:00:00;136,000;172,000;244,000;31,200;0,000;0,000;0,072;-829,200;2682,800;182,400;0,000;100,000;22,000
01.01.2023 13:00:00;01.01.2023 13:15:00;100,000;168,000;244,000;30,800;0,000;0,000;0,072;-894,400;2738,000;152,000;0,000;100,000;22,000
01.01.2023 13:15:00;01.01.2023 13:30:00;88,000;168,000;244,000;29,600;0,000;0,000;0,072;-907,600;2692,400;142,000;0,000;100,000;22,000
01.01.2023 13:30:00;01.01.2023 13:45:00;84,000;160,000;244,000;30,000;0,000;0,000;0,072;-904,000;2694,400;153,200;0,000;100,000;22,000
01.01.2023 13:45:00;01.01.2023 14:00:00;92,000;144,000;244,000;30,000;0,000;0,000;0,072;-886,800;2703,200;189,600;0,000;100,000;22,000
01.01.2023 14:00:00;01.01.2023 14:15:00;104,000;132,000;244,000;29,600;0,000;0,000;0,072;-648,000;2617,600;206,800;0,000;100,000;22,000
01.01.2023 14:15:00;01.01.2023 14:30:00;104,000;124,000;244,000;28,800;0,000;0,000;0,072;-535,600;2600,000;141,200;0,000;100,000;22,000
01.01.2023 14:30:00;01.01.2023 14:45:00;116,000;108,000;244,000;28,800;0,000;0,000;0,072;-462,800;2603,200;131,200;0,000;100,000;22,000
01.01.2023 14:45:00;01.01.2023 15:00:00;116,000;92,000;244,000;28,400;0,000;0,000;0,072;-439,200;2566,000;169,600;0,000;100,000;22,000
01.01.2023 15:00:00;01.01.2023 15:15:00;140,000;76,000;244,000;28,800;0,000;0,000;0,072;-345,200;2475,200;152,000;0,000;100,000;22,000
01.01.2023 15:15:00;01.01.2023 15:30:00;148,000;60,000;244,000;28,400;0,000;0,000;0,072;-313,600;2443,600;172,800;0,000;100,000;22,000
01.01.2023 15:30:00;01.01.2023 15:45:00;160,000;44,000;244,000;28,000;0,000;0,000;0,072;-293,200;2430,400;178,400;0,000;100,000;22,000
01.01.2023 15:45:00;01.01.2023 16:00:00;176,000;28,000;244,000;28,000;0,000;0,000;0,072;-219,200;2409,200;191,600;0,000;100,000;22,000
01.01.2023 16:00:00;01.01.2023 16:15:00;204,000;20,000;244,000;27,200;0,000;0,000;0,072;242,000;2346,000;219,200;0,000;100,000;22,000
01.01.2023 16:15:00;01.01.2023 16:30:00;256,000;4,000;244,000;26,800;0,000;0,000;0,072;330,800;2339,600;161,200;0,000;100,000;22,000
01.01.2023 16:30:00;01.01.2023 16:45:00;308,000;0,000;244,000;27,200;0,000;0,000;0,072;379,600;2356,800;183,600;0,000;100,000;22,000
01.01.2023 16:45:00;01.01.2023 17:00:00;368,000;0,000;244,000;26,800;0,000;0,000;0,072;454,400;2360,800;216,000;0,000;100,000;22,000
01.01.2023 17:00:00;01.01.2023 17:15:00;440,000;0,000;244,000;26,800;0,000;0,000;0,072;873,600;2354,800;224,800;0,000;100,000;22,000
01.01.2023 17:15:00;01.01.2023 17:30:00;540,000;0,000;244,000;26,800;0,000;0,000;0,072;876,400;2329,600;220,400;0,000;100,000;22,000
01.01.2023 17:30:00;01.01.2023 17:45:00;624,000;0,000;244,000;26,800;0,000;0,000;0,072;855,600;2343,600;234,000;0,000;100,000;22,000
01.01.2023 17:45:00;01.01.2023 18:00:00;636,000;0,000;244,000;26,400;0,000;0,000;0,072;810,400;2331,200;232,800;0,000;100,000;22,000
01.01.2023 18:00:00;01.01.2023 18:15:00;604,000;0,000;244,000;26,800;0,000;0,000;0,072;875,200;2318,400;200,000;0,000;100,000;22,000
01.01.2023 18:15:00;01.01.2023 18:30:00;548,000;0,000;244,000;26,400;0,000;0,000;0,072;887,600;2358,800;203,200;0,000;100,000;22,000
01.01.2023 18:30:00;01.01.2023 18:45:00;496,000;0,000;244,000;26,800;0,000;0,000;0,072;942,000;2383,200;205,600;0,000;100,000;22,000
01.01.2023 18:45:00;01.01.2023 19:00:00;492,000;0,000;244,000;27,200;0,000;0,000;0,072;992,000;2389,600;211,600;0,000;100,000;22,000
01.01.2023 19:00:00;01.01.2023 19:15:00;552,000;0,000;244,000;26,000;0,000;0,000;0,072;1237,600;2397,200;218,800;0,000;100,000;22,000
01.01.2023 19:15:00;01.01.2023 19:30:00;636,000;0,000;244,000;26,800;0,000;0,000;0,072;1216,400;2387,600;211,600;0,000;100,000;22,000
01.01.2023 19:30:00;01.01.2023 19:45:00;692,000;0,000;244,000;26,400;0,000;0,000;0,072;1182,000;2384,400;201,200;0,000;100,000;22,000
01.01.2023 19:45:00;01.01.2023 20:00:00;704,000;0,000;244,000;26,400;0,000;0,000;0,072;1112,000;2387,600;196,400;0,000;100,000;22,000
01.01.2023 20:00:00;01.01.2023 20:15:00;708,000;0,000;244,000;27,600;0,000;0,000;0,072;633,200;2354,000;198,400;0,000;100,000;22,000
01.01.2023 20:15:00;01.01.2023 20:30:00;700,000;0,000;244,000;26,400;0,000;0,000;0,072;576,000;2326,800;177,200;0,000;100,000;22,000
01.01.2023 20:30:00;01.01.2023 20:45:00;688,000;0,000;244,000;26,800;0,000;0,000;0,072;603,600;2291,200;176,000;0,000;100,000;22,000
01.01.2023 20:45:00;01.01.2023 21:00:00;688,000;0,000;244,000;26,800;0,000;0,000;0,072;585,200;2264,000;176,800;0,000;100,000;22,000
01.01.2023 21:00:00;01.01.2023 21:15:00;704,000;0,000;244,000;26,400;0,000;0,000;0,072;226,000;2296,000;130,800;0,000;100,000;22,000
01.01.2023 21:15:00;01.01.2023 21:30:00;712,000;0,000;244,000;26,800;0,000;0,000;0,072;205,600;2278,800;130,400;0,000;100,000;22,000
01.01.2023 21:30:00;01.01.2023 21:45:00;724,000;0,000;244,000;27,200;0,000;0,000;0,072;176,400;2277,600;130,400;0,000;100,000;22,000
01.01.2023 21:45:00;01.01.2023 22:00:00;688,000;0,000;244,000;27,600;0,000;0,000;0,072;176,000;2269,600;133,200;0,000;100,000;22,000
01.01.2023 22:00:00;01.01.2023 22:15:00;628,000;0,000;244,000;27,600;0,000;0,000;0,072;213,200;2282,800;130,400;0,000;100,000;22,000
01.01.2023 22:15:00;01.01.2023 22:30:00;548,000;0,000;244,000;27,600;0,000;0,000;0,072;246,800;2285,200;139,600;0,000;100,000;22,000
01.01.2023 22:30:00;01.01.2023 22:45:00;540,000;0,000;244,000;27,600;0,000;0,000;0,072;264,400;2287,600;130,800;0,000;100,000;22,000
01.01.2023 22:45:00;01.01.2023 23:00:00;588,000;0,000;244,000;27,600;0,000;0,000;0,072;204,400;2288,400;132,800;0,000;100,000;22,000
01.01.2023 23:00:00;01.01.2023 23:15:00;616,000;0,000;244,000;27,200;0,000;0,000;0,072;-54,800;2262,000;195,200;0,000;100,000;22,000
01.01.2023 23:15:00;01.01.2023 23:30:00;620,000;0,000;244,000;27,600;0,000;0,000;0,072;-72,400;2253,600;182,800;0,000;100,000;22,000
01.01.2023 23:30:00;01.01.2023 23:45:00;600,000;0,000;244,000;26,800;0,000;0,000;0,072;-79,600;2214,800;155,600;0,000;100,000;22,000
01.01.2023 23:45:00;02.01.2023 00:00:00;572,000;0,000;244,000;26,800;0,000;0,000;0,072;-143,200;2179,200;150,000;0,000;100,000;22,000
02.01.2023 00:00:00;02.01.2023 00:15:00;556,000;0,000;244,000;27,600;0,000;0,000;0,072;-569,200;2201,200;115,200;0,000;100,000;22,000
02.01.2023 00:15:00;02.01.2023 00:30:00;588,000;0,000;244,000;27,200;0,000;0,000;0,072;-679,600;2164,800;131,600;0,000;100,000;22,000
02.01.2023 00:30:00;02.01.2023 00:45:00;668,000;0,000;244,000;27,200;0,000;0,000;0,072;-782,800;2178,800;196,400;0,000;100,000;22,000
02.01.2023 00:45:00;02.01.2023 01:00:00;744,000;0,000;244,000;27,200;0,000;0,000;0,072;-876,000;2175,600;179,600;0,000;100,000;22,000
02.01.2023 01:00:00;02.01.2023 01:15:00;756,000;0,000;244,000;27,200;0,000;0,000;0,072;-1513,200;2168,000;174,000;0,000;100,000;22,000
02.01.2023 01:15:00;02.01.2023 01:30:00;728,000;0,000;244,000;27,200;0,000;0,000;0,072;-1528,000;2152,400;130,400;0,000;100,000;22,000
02.01.2023 01:30:00;02.01.2023 01:45:00;700,000;0,000;244,000;27,600;0,000;0,000;0,072;-1524,000;2158,000;104,400;0,000;100,000;22,000
02.01.2023 01:45:00;02.01.2023 02:00:00;744,000;0,000;244,000;27,200;0,000;0,000;0,072;-1590,400;2171,200;94,800;0,000;100,000;22,000
02.01.2023 02:00:00;02.01.2023 02:15:00;852,000;0,000;244,000;28,000;0,000;0,000;0,072;-1861,600;2202,800;73,200;0,000;100,000;22,000
02.01.2023 02:15:00;02.01.2023 02:30:00;816,000;0,000;244,000;28,000;0,000;0,000;0,072;-1900,000;2160,000;58,800;0,000;100,000;22,000
02.01.2023 02:30:00;02.01.2023 02:45:00;764,000;0,000;244,000;28,400;0,000;0,000;0,072;-1915,600;2155,600;50,400;0,000;100,000;22,000
02.01.2023 02:45:00;02.01.2023 03:00:00;696,000;0,000;244,000;26,800;0,000;0,000;0,072;-1888,000;2129,200;50,800;0,000;100,000;22,000
02.01.2023 03:00:00;02.01.2023 03:15:00;624,000;0,000;244,000;27,600;0,000;0,000;0,072;-1818,400;2147,200;38,800;0,000;100,000;22,000
02.01.2023 03:15:00;02.01.2023 03:30:00;592,000;0,000;244,000;28,000;0,000;0,000;0,072;-1803,200;2145,600;46,000;0,000;100,000;22,000
02.01.2023 03:30:00;02.01.2023 03:45:00;564,000;0,000;244,000;27,600;0,000;0,000;0,072;-1797,200;2138,400;57,200;0,000;100,000;22,000
02.01.2023 03:45:00;02.01.2023 04:00:00;516,000;0,000;244,000;28,000;0,000;0,000;0,072;-1786,000;2156,400;102,800;0,000;100,000;22,000
02.01.2023 04:00:00;02.01.2023 04:15:00;468,000;0,000;244,000;29,200;0,000;0,000;0,072;-1543,600;2163,600;94,800;0,000;100,000;22,000
02.01.2023 04:15:00;02.01.2023 04:30:00;448,000;0,000;244,000;44,000;0,000;0,000;0,072;-1482,800;2168,000;91,200;0,000;100,000;22,000
02.01.2023 04:30:00;02.01.2023 04:45:00;420,000;0,000;244,000;49,200;0,000;0,000;0,072;-1427,600;2174,000;94,000;0,000;100,000;22,000
02.01.2023 04:45:00;02.01.2023 05:00:00;428,000;0,000;244,000;50,800;0,000;0,000;0,072;-1330,800;2151,600;90,800;0,000;100,000;22,000
02.01.2023 05:00:00;02.01.2023 05:15:00;428,000;0,000;244,000;59,600;0,000;0,000;0,072;-597,600;2142,000;87,600;0,000;100,000;22,000
02.01.2023 05:15:00;02.01.2023 05:30:00;432,000;0,000;244,000;142,800;0,000;0,000;0,072;-474,000;2140,000;88,000;0,000;100,000;22,000
02.01.2023 05:30:00;02.01.2023 05:45:00;432,000;0,000;244,000;172,000;0,000;0,000;0,072;-472,000;2147,600;107,600;0,000;100,000;22,000
02.01.2023 05:45:00;02.01.2023 06:00:00;428,000;0,000;244,000;172,800;0,000;0,000;0,072;-350,400;2177,600;140,000;0,000;100,000;22,000
02.01.2023 06:00:00;02.01.2023 06:15:00;432,000;0,000;240,000;171,600;0,000;0,000;0,072;40,400;2186,000;91,600;0,000;100,000;22,000
02.01.2023 06:15:00;02.01.2023 06:30:00;424,000;0,000;240,000;184,000;0,000;0,000;0,072;74,400;2266,000;74,400;0,000;100,000;22,000
02.01.2023 06:30:00;02.01.2023 06:45:00;436,000;0,000;240,000;191,600;0,000;0,000;0,072;96,000;2319,200;76,400;0,000;100,000;22,000
02.01.2023 06:45:00;02.01.2023 07:00:00;412,000;0,000;240,000;229,600;0,000;0,000;0,072;87,600;2398,400;94,000;0,000;100,000;22,000
02.01.2023 07:00:00;02.01.2023 07:15:00;460,000;0,000;240,000;326,000;0,000;0,000;0,072;329,600;2337,200;148,400;0,000;100,000;22,000
02.01.2023 07:15:00;02.01.2023 07:30:00;416,000;0,000;240,000;433,200;0,000;0,000;0,072;366,800;2337,200;164,400;0,000;100,000;22,000
02.01.2023 07:30:00;02.01.2023 07:45:00;356,000;0,000;240,000;453,600;0,000;0,000;0,072;466,800;2404,000;188,800;0,000;100,000;22,000
02.01.2023 07:45:00;02.01.2023 08:00:00;324,000;8,000;240,000;456,800;0,000;0,000;0,072;594,000;2412,000;220,800;0,000;100,000;22,000
02.01.2023 08:00:00;02.01.2023 08:15:00;332,000;16,000;240,000;489,200;0,000;0,000;0,072;891,600;2397,200;238,000;0,000;100,000;22,000
02.01.2023 08:15:00;02.01.2023 08:30:00;340,000;20,000;240,000;524,400;0,000;0,000;0,072;907,600;2434,400;250,400;0,000;100,000;22,000
02.01.2023 08:30:00;02.01.2023 08:45:00;340,000;24,000;240,000;557,200;0,000;0,000;0,072;898,000;2472,000;254,400;0,000;100,000;22,000
02.01.2023 08:45:00;02.01.2023 09:00:00;336,000;28,000;240,000;565,200;0,000;0,000;0,072;899,600;2489,600;288,800;0,000;100,000;22,000
02.01.2023 09:00:00;02.01.2023 09:15:00;324,000;36,000;244,000;598,800;0,000;0,000;0,072;959,200;2500,400;248,000;0,000;100,000;22,000
02.01.2023 09:15:00;02.01.2023 09:30:00;264,000;48,000;244,000;627,200;0,000;0,000;0,072;998,400;2504,400;241,200;0,000;100,000;22,000
02.01.2023 09:30:00;02.01.2023 09:45:00;236,000;56,000;240,000;668,000;0,000;0,000;0,072;1045,600;2518,800;248,000;0,000;100,000;22,000
02.01.2023 09:45:00;02.01.2023 10:00:00;208,000;64,000;240,000;710,000;0,000;0,000;0,072;923,600;2541,600;341,200;0,000;100,000;22,000
02.01.2023 10:00:00;02.01.2023 10:15:00;204,000;72,000;240,000;719,600;0,000;0,000;0,072;657,200;2518,400;280,400;0,000;100,000;22,000
02.01.2023 10:15:00;02.01.2023 10:30:00;188,000;84,000;240,000;730,000;0,000;0,000;0,072;636,800;2512,800;268,400;0,000;100,000;22,000
02.01.2023 10:30:00;02.01.2023 10:45:00;176,000;96,000;240,000;737,600;0,000;0,000;0,072;651,600;2509,600;272,400;0,000;100,000;22,000
02.01.2023 10:45:00;02.01.2023 11:00:00;184,000;100,000;240,000;752,000;0,000;0,000;0,072;590,400;2498,000;274,800;0,000;100,000;22,000
02.01.2023 11:00:00;02.01.2023 11:15:00;172,000;112,000;240,000;728,800;0,000;0,000;0,072;759,200;2446,400;273,600;0,000;100,000;22,000
02.01.2023 11:15:00;02.01.2023 11:30:00;144,000;120,000;240,000;725,200;0,000;0,000;0,072;818,400;2449,200;269,200;0,000;100,000;22,000
02.01.2023 11:30:00;02.01.2023 11:45:00;148,000;128,000;240,000;729,600;0,000;0,000;0,072;801,200;2469,200;270,000;0,000;100,000;22,000
02.01.2023 11:45:00;02.01.2023 12:00:00;176,000;132,000;240,000;730,800;0,000;0,000;0,072;820,800;2474,000;279,600;0,000;100,000;22,000
02.01.2023 12:00:00;02.01.2023 12:15:00;176,000;136,000;240,000;720,400;0,000;0,000;0,072;1033,200;2473,200;291,200;0,000;100,000;22,000
02.01.2023 12:15:00;02.01.2023 12:30:00;160,000;144,000;240,000;719,600;0,000;0,000;0,072;1023,600;2485,200;275,600;0,000;100,000;22,000
02.01.2023 12:30:00;02.01.2023 12:45:00;148,000;144,000;240,000;719,600;0,000;0,000;0,072;965,600;2491,600;275,200;0,000;100,000;22,000
02.01.2023 12:45:00;02.01.2023 13:00:00;144,000;140,000;240,000;715,600;0,000;0,000;0,072;972,000;2472,000;277,200;0,000;100,000;22,000
02.01.2023 13:00:00;02.01.2023 13:15:00;120,000;136,000;240,000;708,400;0,000;0,000;0,072;1304,000;2457,200;253,600;0,000;100,000;22,000
02.01.2023 13:15:00;02.01.2023 13:30:00;108,000;136,000;244,000;705,200;0,000;0,000;0,072;1341,200;2443,600;243,600;0,000;100,000;22,000
02.01.2023 13:30:00;02.01.2023 13:45:00;96,000;132,000;244,000;702,800;0,000;0,000;0,072;1328,800;2442,400;250,400;0,000;100,000;22,000
02.01.2023 13:45:00;02.01.2023 14:00:00;92,000;120,000;244,000;701,200;0,000;0,000;0,072;1242,800;2431,600;329,600;0,000;100,000;22,000
02.01.2023 14:00:00;02.01.2023 14:15:00;92,000;112,000;244,000;698,000;0,000;0,000;0,072;1213,600;2432,400;359,200;0,000;100,000;22,000
02.01.2023 14:15:00;02.01.2023 14:30:00;88,000;104,000;244,000;692,400;0,000;0,000;0,072;1217,200;2441,200;352,800;0,000;100,000;22,000
02.01.2023 14:30:00;02.01.2023 14:45:00;80,000;96,000;244,000;686,400;0,000;0,000;0,072;1217,600;2440,000;355,200;0,000;100,000;22,000
02.01.2023 14:45:00;02.01.2023 15:00:00;80,000;80,000;244,000;682,800;0,000;0,000;0,072;1250,000;2428,800;354,400;0,000;100,000;22,000
02.01.2023 15:00:00;02.01.2023 15:15:00;92,000;68,000;244,000;688,400;0,000;0,000;0,072;1517,600;2468,800;343,200;0,000;100,000;22,000
02.01.2023 15:15:00;02.01.2023 15:30:00;92,000;56,000;244,000;692,000;0,000;0,000;0,072;1586,800;2463,600;346,000;0,000;100,000;22,000
02.01.2023 15:30:00;02.01.2023 15:45:00;72,000;44,000;240,000;695,200;0,000;0,000;0,072;1628,000;2462,800;338,000;0,000;100,000;22,000
02.01.2023 15:45:00;02.01.2023 16:00:00;64,000;28,000;240,000;716,000;0,000;0,000;0,072;1602,000;2463,600;346,400;0,000;100,000;22,000
02.01.2023 16:00:00;02.01.2023 16:15:00;60,000;16,000;240,000;764,400;0,000;0,000;0,072;1750,000;2485,600;346,000;0,000;100,000;22,000
02.01.2023 16:15:00;02.01.2023 16:30:00;56,000;4,000;240,000;814,000;0,000;0,000;0,072;1718,000;2507,200;344,000;0,000;100,000;22,000
02.01.2023 16:30:00;02.01.2023 16:45:00;60,000;0,000;240,000;834,000;0,000;0,000;0,072;1745,600;2493,600;355,600;0,000;100,000;22,000
02.01.2023 16:45:00;02.01.2023 17:00:00;44,000;0,000;240,000;842,800;0,000;0,000;0,072;1848,000;2483,600;375,600;0,000;100,000;22,000
02.01.2023 17:00:00;02.01.2023 17:15:00;44,000;0,000;240,000;840,000;0,000;0,000;0,072;2307,600;2490,000;552,800;0,000;100,000;22,000
02.01.2023 17:15:00;02.01.2023 17:30:00;32,000;0,000;240,000;838,400;0,000;0,000;0,072;2310,000;2510,000;560,000;0,000;100,000;22,000
02.01.2023 17:30:00;02.01.2023 17:45:00;28,000;0,000;240,000;842,800;0,000;0,000;0,072;2315,200;2517,600;557,600;0,000;100,000;22,000
02.01.2023 17:45:00;02.01.2023 18:00:00;24,000;0,000;240,000;840,400;0,000;0,000;0,072;2287,200;2510,800;558,400;0,000;100,000;22,000
02.01.2023 18:00:00;02.01.2023 18:15:00;28,000;0,000;240,000;842,400;0,000;0,000;0,072;2406,000;2566,000;599,600;0,000;100,000;22,000
02.01.2023 18:15:00;02.01.2023 18:30:00;40,000;0,000;240,000;841,600;0,000;0,000;0,072;2400,400;2564,800;592,400;0,000;100,000;22,000
02.01.2023 18:30:00;02.01.2023 18:45:00;64,000;0,000;240,000;840,400;0,000;0,000;0,072;2360,400;2560,800;571,600;0,000;100,000;22,000
02.01.2023 18:45:00;02.01.2023 19:00:00;80,000;0,000;240,000;839,200;0,000;0,000;0,072;2354,400;2547,600;570,000;0,000;100,000;22,000
02.01.2023 19:00:00;02.01.2023 19:15:00;108,000;0,000;240,000;846,400;0,000;0,000;0,072;2408,000;2559,600;530,400;0,000;100,000;22,000
