STATIONS_ID;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT
1303;1;  110.0;    0.0;    0.0;0;   129.29
1303;1;  111.0;    0.0;    0.0;0;   120.10
1303;1;  115.0;    0.0;    0.0;0;   110.77
1303;1;  116.0;    0.0;    0.0;0;   101.69
1303;1;  117.0;    0.0;    0.0;0;    93.20
1303;1;  117.0;    5.0;    5.0;0;    85.65
1303;1;  118.0;   17.0;   18.0;0;    79.44
1303;1;  118.0;   29.0;   30.0;0;    74.98
1303;1;  119.0;   39.0;   40.0;0;    72.63
1303;1;  122.0;   29.0;   29.0;0;    72.64
1303;1;  122.0;   29.0;   29.0;0;    75.00
1303;1;  122.0;   11.0;   11.0;0;    79.48
1303;1;  122.0;    3.0;    4.0;0;    85.70
1303;1;  122.0;    0.0;    0.0;0;    93.26
1303;1;  122.0;    0.0;    0.0;0;   101.76
1303;1;  122.0;    0.0;    0.0;0;   110.85
1303;1;  121.0;    0.0;    0.0;0;   120.19
1303;1;  116.0;    0.0;    0.0;0;   129.39
1303;1;  114.0;    0.0;    0.0;0;   137.92
1303;1;  110.0;    0.0;    0.0;0;   144.92
1303;1;  110.0;    0.0;    0.0;0;   149.06
1303;1;  114.0;    0.0;    0.0;0;   149.07
1303;1;  117.0;    0.0;    0.0;0;   144.94
1303;1;  118.0;    0.0;    0.0;0;   137.95
1303;1;  117.0;    0.0;    0.0;0;   129.43
1303;1;  117.0;    0.0;    0.0;0;   120.24
1303;1;  117.0;    0.0;    0.0;0;   110.91
1303;1;  117.0;    0.0;    0.0;0;   101.83
1303;1;  117.0;    0.0;    0.0;0;    93.35
1303;1;  118.0;    1.0;    1.0;0;    85.81
1303;1;  117.0;    5.0;    5.0;0;    79.61
1303;1;  117.0;    8.0;    9.0;0;    75.16
1303;1;  117.0;   10.0;   10.0;0;    72.82
1303;1;  117.0;   11.0;   11.0;0;    72.83
1303;1;  117.0;   11.0;   11.0;0;    75.18
1303;1;  117.0;    7.0;    8.0;0;    79.65
1303;1;  117.0;    2.0;    2.0;0;    85.86
1303;1;  117.0;    0.0;    0.0;0;    93.41
1303;1;  117.0;    0.0;    0.0;0;   101.90
1303;1;  117.0;    0.0;    0.0;0;   110.99
1303;1;  117.0;    0.0;    0.0;0;   120.33
1303;1;  117.0;    0.0;    0.0;0;   129.54
1303;1;  116.0;    0.0;    0.0;0;   138.07
1303;1;  114.0;    0.0;    0.0;0;   145.08
1303;1;  114.0;    0.0;    0.0;0;   149.24
1303;1;  114.0;    0.0;    0.0;0;   149.25
1303;1;  114.0;    0.0;    0.0;0;   145.10
1303;1;  113.0;    0.0;    0.0;0;   138.10
1303;1;  113.0;    0.0;    0.0;0;   129.57
1303;1;  113.0;    0.0;    0.0;0;   120.38
1303;1;  112.0;    0.0;    0.0;0;   111.05
1303;1;  111.0;    0.0;    0.0;0;   101.98
1303;1;  107.0;    0.0;    0.0;0;    93.50
1303;1;   94.0;   10.0;   11.0;0;    85.97
1303;1;   82.0;   23.0;   59.0;49;    79.78
1303;1;  104.0;   38.0;   56.0;29;    75.33
1303;1;  109.0;   25.0;   29.0;5;    73.00
1303;1;  107.0;   32.0;   33.0;1;    73.01
1303;1;  108.0;   16.0;   17.0;0;    75.35
1303;1;  107.0;   10.0;   10.0;0;    79.81
1303;1;  108.0;    3.0;    3.0;0;    86.01
1303;1;   96.0;    0.0;    0.0;0;    93.55
1303;1;   90.0;    0.0;    0.0;0;   102.04
1303;1;   90.0;    0.0;    0.0;0;   111.12
1303;1;   81.0;    0.0;    0.0;0;   120.46
1303;1;   82.0;    0.0;    0.0;0;   129.67
1303;1;   90.0;    0.0;    0.0;0;   138.22
1303;1;   96.0;    0.0;    0.0;0;   145.24
1303;1;  105.0;    0.0;    0.0;0;   149.42
1303;1;  107.0;    0.0;    0.0;0;   149.42
1303;1;  103.0;    0.0;    0.0;0;   145.26
1303;1;  102.0;    0.0;    0.0;0;   138.24
1303;1;  109.0;    0.0;    0.0;0;   129.71
1303;1;  113.0;    0.0;    0.0;0;   120.51
1303;1;  114.0;    0.0;    0.0;0;   111.18
1303;1;  114.0;    0.0;    0.0;0;   102.11
1303;1;  114.0;    0.0;    0.0;0;    93.64
1303;1;  115.0;    2.0;    2.0;0;    86.12
1303;1;  115.0;    8.0;    9.0;0;    79.94
1303;1;  115.0;    8.0;    8.0;0;    75.50
1303;1;  114.0;   26.0;   26.0;0;    73.17
1303;1;  112.0;   34.0;   34.0;0;    73.18
1303;1;  107.0;   33.0;   34.0;0;    75.52
1303;1;   97.0;   38.0;   41.0;20;    79.97
1303;1;  102.0;    7.0;    7.0;0;    86.16
1303;1;  107.0;    0.0;    0.0;0;    93.69
1303;1;  102.0;    0.0;    0.0;0;   102.17
1303;1;   91.0;    0.0;    0.0;0;   111.25
1303;1;   92.0;    0.0;    0.0;0;   120.59
1303;1;   93.0;    0.0;    0.0;0;   129.80
1303;1;-999;    0.0;    0.0;0;   138.36
1303;1;  104.0;    0.0;    0.0;0;   145.40
1303;1;  104.0;    0.0;    0.0;0;   149.58
1303;1;  106.0;    0.0;    0.0;0;   149.59
1303;1;  107.0;    0.0;    0.0;0;   145.41
1303;1;  104.0;    0.0;    0.0;0;   138.38
1303;1;  103.0;    0.0;    0.0;0;   129.84
1303;1;  106.0;    0.0;    0.0;0;   120.63
1303;1;  108.0;    0.0;    0.0;0;   111.31
1303;1;  108.0;    0.0;    0.0;0;   102.24
1303;1;  109.0;    0.0;    0.0;0;    93.78
1303;1;  109.0;-999;-999;0;    86.26
1303;1;  103.0;-999;-999;19;    80.09
1303;1;   96.0;-999;-999;44;    75.66
1303;1;   88.0;-999;-999;60;    73.34
1303;1;  102.0;-999;-999;60;    73.34
1303;1;  102.0;-999;-999;32;    75.68
1303;1;  100.0;-999;-999;48;    80.12
1303;1;   97.0;-999;-999;23;    86.31
1303;1;   92.0;    0.0;    0.0;0;    93.83
1303;1;   88.0;    0.0;    0.0;0;   102.30
1303;1;  110.0;    0.0;    0.0;0;   111.37
1303;1;  113.0;    0.0;    0.0;0;   120.71
1303;1;  113.0;    0.0;    0.0;0;   129.93
1303;1;  113.0;    0.0;    0.0;0;   138.49
1303;1;  113.0;    0.0;    0.0;0;   145.54
1303;1;  113.0;    0.0;    0.0;0;   149.74
1303;1;  112.0;    0.0;    0.0;0;   149.75
1303;1;  112.0;    0.0;    0.0;0;   145.56
1303;1;  111.0;    0.0;    0.0;0;   138.52
1303;1;  111.0;    0.0;    0.0;0;   129.96
1303;1;  111.0;    0.0;    0.0;0;   120.75
1303;1;  110.0;    0.0;    0.0;0;   111.43
1303;1;  110.0;    0.0;    0.0;0;   102.37
1303;1;  110.0;    0.0;    0.0;0;    93.91
1303;1;  110.0;    2.0;    2.0;0;    86.40
1303;1;  110.0;    5.0;    5.0;0;    80.24
1303;1;  110.0;    7.0;    8.0;0;    75.81
1303;1;  109.0;   13.0;   13.0;0;    73.50
1303;1;  109.0;   15.0;   15.0;0;    73.50
1303;1;  109.0;   10.0;   10.0;0;    75.83
1303;1;  108.0;    7.0;    7.0;0;    80.27
1303;1;  108.0;    2.0;    2.0;0;    86.44
1303;1;  107.0;    0.0;    0.0;0;    93.96
1303;1;  106.0;    0.0;    0.0;0;   102.42
1303;1;  106.0;    0.0;    0.0;0;   111.49
1303;1;  105.0;    0.0;    0.0;0;   120.83
1303;1;  105.0;    0.0;    0.0;0;   130.05
1303;1;  104.0;    0.0;    0.0;0;   138.62
1303;1;  105.0;    0.0;    0.0;0;   145.69
1303;1;  105.0;    0.0;    0.0;0;   149.90
1303;1;  105.0;    0.0;    0.0;0;   149.90
1303;1;  105.0;    0.0;    0.0;0;   145.70
1303;1;  105.0;    0.0;    0.0;0;   138.64
1303;1;  105.0;    0.0;    0.0;0;   130.08
1303;1;  105.0;    0.0;    0.0;0;   120.87
1303;1;  105.0;    0.0;    0.0;0;   111.54
1303;1;  104.0;    0.0;    0.0;0;   102.48
1303;1;  104.0;    0.0;    0.0;0;    94.03
1303;1;  104.0;    4.0;    4.0;0;    86.54
1303;1;   97.0;   20.0;   20.0;0;    80.38
1303;1;   80.0;   28.0;   70.0;39;    75.96
1303;1;   83.0;   43.0;   76.0;51;    73.65
1303;1;   83.0;   38.0;   84.0;47;    73.65
1303;1;   86.0;   40.0;   76.0;48;    75.98
1303;1;  102.0;   22.0;   27.0;19;    80.41
1303;1;   93.0;    7.0;    7.0;0;    86.57
1303;1;  100.0;    0.0;    0.0;0;    94.08
1303;1;  101.0;    0.0;    0.0;0;   102.54
1303;1;  103.0;    0.0;    0.0;0;   111.60
1303;1;  104.0;    0.0;    0.0;0;   120.94
1303;1;  104.0;    0.0;    0.0;0;   130.16
1303;1;  105.0;    0.0;    0.0;0;   138.74
1303;1;  106.0;    0.0;    0.0;0;   145.82
1303;1;  102.0;    0.0;    0.0;0;   150.04
1303;1;  102.0;    0.0;    0.0;0;   150.05
1303;1;  106.0;    0.0;    0.0;0;   145.84
1303;1;  111.0;    0.0;    0.0;0;   138.76
1303;1;  112.0;    0.0;    0.0;0;   130.19
1303;1;  111.0;    0.0;    0.0;0;   120.98
1303;1;  109.0;    0.0;    0.0;0;   111.65
1303;1;  109.0;    0.0;    0.0;0;   102.60
1303;1;  108.0;    0.0;    0.0;0;    94.15
1303;1;  102.0;    7.0;    7.0;0;    86.66
1303;1;   90.0;   22.0;   35.0;14;    80.51
1303;1;   83.0;   31.0;   68.0;60;    76.10
1303;1;   86.0;   43.0;   70.0;52;    73.79
1303;1;   88.0;   49.0;   89.0;47;    73.80
1303;1;   85.0;   31.0;   57.0;58;    76.12
1303;1;   89.0;   31.0;   37.0;13;    80.54
1303;1;   88.0;    7.0;    7.0;0;    86.70
1303;1;  104.0;    0.0;    0.0;0;    94.20
1303;1;  107.0;    0.0;    0.0;0;   102.65
1303;1;  108.0;    0.0;    0.0;0;   111.71
1303;1;  111.0;    0.0;    0.0;0;   121.04
1303;1;  111.0;    0.0;    0.0;0;   130.27
1303;1;  111.0;    0.0;    0.0;0;   138.86
1303;1;  112.0;    0.0;    0.0;0;   145.95
1303;1;  108.0;    0.0;    0.0;0;   150.18
1303;1;  106.0;    0.0;    0.0;0;   150.19
1303;1;  105.0;    0.0;    0.0;0;   145.96
1303;1;  101.0;    0.0;    0.0;0;   138.88
1303;1;  102.0;    0.0;    0.0;0;   130.30
1303;1;  105.0;    0.0;    0.0;0;   121.08
1303;1;  104.0;    0.0;    0.0;0;   111.75
1303;1;  102.0;    0.0;    0.0;0;   102.70
1303;1;  104.0;    0.0;    0.0;0;    94.27
1303;1;  109.0;    3.0;    3.0;0;    86.78
1303;1;  107.0;   16.0;   16.0;0;    80.64
1303;1;  109.0;   21.0;   21.0;0;    76.24
1303;1;  109.0;   28.0;   28.0;0;    73.93
1303;1;  112.0;   29.0;   29.0;0;    73.94
1303;1;  112.0;   17.0;   17.0;0;    76.25
1303;1;  113.0;   15.0;   15.0;0;    80.67
1303;1;  114.0;    3.0;    3.0;0;    86.82
1303;1;  115.0;    0.0;    0.0;0;    94.31
1303;1;  116.0;    0.0;    0.0;0;   102.75
1303;1;  117.0;    0.0;    0.0;0;   111.81
1303;1;  117.0;    0.0;    0.0;0;   121.14
1303;1;  118.0;    0.0;    0.0;0;   130.37
1303;1;  118.0;    0.0;    0.0;0;   138.97
1303;1;  118.0;    0.0;    0.0;0;   146.07
1303;1;  118.0;    0.0;    0.0;0;   150.32
1303;1;  119.0;    0.0;    0.0;0;   150.32
1303;1;  119.0;    0.0;    0.0;0;   146.09
1303;1;  119.0;    0.0;    0.0;0;   138.99
1303;1;  120.0;    0.0;    0.0;0;   130.40
1303;1;  120.0;    0.0;    0.0;0;   121.18
1303;1;  121.0;    0.0;    0.0;0;   111.85
1303;1;  121.0;    0.0;    0.0;0;   102.81
1303;1;  122.0;    0.0;    0.0;0;    94.37
1303;1;  122.0;    6.0;    6.0;0;    86.90
1303;1;  122.0;   17.0;   17.0;0;    80.76
1303;1;  123.0;   22.0;   22.0;0;    76.36
1303;1;  123.0;   17.0;   17.0;0;    74.06
1303;1;  124.0;   14.0;   15.0;0;    74.07
1303;1;  124.0;    7.0;    8.0;0;    76.38
1303;1;  123.0;    3.0;    4.0;0;    80.79
1303;1;  120.0;    2.0;    2.0;0;    86.93
1303;1;  118.0;    0.0;    0.0;0;    94.42
1303;1;  117.0;    0.0;    0.0;0;   102.86
1303;1;  117.0;    0.0;    0.0;0;   111.91
1303;1;  116.0;    0.0;    0.0;0;   121.24
1303;1;  116.0;    0.0;    0.0;0;   130.47
1303;1;  117.0;    0.0;    0.0;0;   139.07
1303;1;  116.0;    0.0;    0.0;0;   146.19
1303;1;  115.0;    0.0;    0.0;0;   150.44
1303;1;  115.0;    0.0;    0.0;0;   150.45
1303;1;  115.0;    0.0;    0.0;0;   146.20
1303;1;  115.0;    0.0;    0.0;0;   139.09
1303;1;  114.0;    0.0;    0.0;0;   130.49
1303;1;  113.0;    0.0;    0.0;0;   121.27
1303;1;  114.0;    0.0;    0.0;0;   111.95
1303;1;  115.0;    0.0;    0.0;0;   102.90
1303;1;  116.0;    0.0;    0.0;0;    94.48
1303;1;  116.0;    1.0;    1.0;0;    87.01
1303;1;  117.0;    2.0;    3.0;0;    80.88
1303;1;  117.0;    9.0;   10.0;0;    76.49
1303;1;  118.0;   12.0;   12.0;0;    74.18
1303;1;  117.0;   13.0;   14.0;0;    74.19
1303;1;  115.0;   27.0;   30.0;9;    76.50
1303;1;  114.0;   12.0;   12.0;0;    80.90
1303;1;  106.0;    4.0;    4.0;0;    87.04
1303;1;  110.0;    0.0;    0.0;0;    94.51
1303;1;   92.0;    0.0;    0.0;0;   102.95
1303;1;   89.0;    0.0;    0.0;0;   112.00
1303;1;  103.0;    0.0;    0.0;0;   121.33
1303;1;  100.0;    0.0;    0.0;0;   130.56
1303;1;  103.0;    0.0;    0.0;0;   139.17
1303;1;  108.0;    0.0;    0.0;0;   146.30
1303;1;  113.0;    0.0;    0.0;0;   150.56
1303;1;  114.0;    0.0;    0.0;0;   150.57
1303;1;  114.0;    0.0;    0.0;0;   146.31
1303;1;  114.0;    0.0;    0.0;0;   139.19
1303;1;  114.0;    0.0;    0.0;0;   130.59
1303;1;  116.0;    0.0;    0.0;0;   121.36
1303;1;  116.0;    0.0;    0.0;0;   112.03
1303;1;  115.0;    0.0;    0.0;0;   102.99
1303;1;  107.0;    0.0;    0.0;0;    94.57
1303;1;  106.0;    8.0;   13.0;24;    87.11
1303;1;  105.0;   19.0;   37.0;60;    80.99
1303;1;   94.0;   24.0;   68.0;60;    76.60
1303;1;   87.0;   32.0;   81.0;60;    74.30
1303;1;   87.0;   31.0;   93.0;60;    74.30
1303;1;   87.0;   39.0;   64.0;60;    76.61
1303;1;   88.0;   35.0;   43.0;60;    81.01
1303;1;   88.0;    8.0;    9.0;7;    87.14
1303;1;   88.0;    0.0;    0.0;0;    94.61
1303;1;   91.0;    0.0;    0.0;0;   103.04
1303;1;   96.0;    0.0;    0.0;0;   112.08
1303;1;   94.0;    0.0;    0.0;0;   121.41
1303;1;  101.0;    0.0;    0.0;0;   130.65
1303;1;  104.0;    0.0;    0.0;0;   139.26
1303;1;  108.0;    0.0;    0.0;0;   146.40
1303;1;  111.0;    0.0;    0.0;0;   150.67
1303;1;  115.0;    0.0;    0.0;0;   150.68
1303;1;  115.0;    0.0;    0.0;0;   146.41
1303;1;  114.0;    0.0;    0.0;0;   139.28
1303;1;  116.0;    0.0;    0.0;0;   130.67
1303;1;  116.0;    0.0;    0.0;0;   121.44
1303;1;  117.0;    0.0;    0.0;0;   112.12
1303;1;  116.0;    0.0;    0.0;0;   103.08
1303;1;  117.0;    0.0;    0.0;0;    94.66
1303;1;  117.0;    1.0;    2.0;0;    87.20
1303;1;  118.0;    5.0;    5.0;0;    81.09
1303;1;  118.0;    8.0;    8.0;0;    76.70
1303;1;  119.0;    9.0;    9.0;0;    74.41
1303;1;  121.0;   11.0;   11.0;0;    74.41
1303;1;  122.0;   15.0;   15.0;0;    76.72
1303;1;  122.0;    6.0;    7.0;0;    81.11
1303;1;  123.0;    3.0;    3.0;0;    87.23
1303;1;  124.0;    0.0;    0.0;0;    94.69
1303;1;  124.0;    0.0;    0.0;0;   103.12
1303;1;  124.0;    0.0;    0.0;0;   112.16
1303;1;  124.0;    0.0;    0.0;0;   121.49
1303;1;  122.0;    0.0;    0.0;0;   130.73
1303;1;  122.0;    0.0;    0.0;0;   139.35
1303;1;  122.0;    0.0;    0.0;0;   146.49
1303;1;  116.0;    0.0;    0.0;0;   150.78
1303;1;  123.0;    0.0;    0.0;0;   150.78
1303;1;  119.0;    0.0;    0.0;0;   146.50
1303;1;  121.0;    0.0;    0.0;0;   139.36
1303;1;  103.0;    0.0;    0.0;0;   130.75
1303;1;  100.0;    0.0;    0.0;0;   121.52
1303;1;  109.0;    0.0;    0.0;0;   112.20
1303;1;   96.0;    0.0;    0.0;0;   103.16
1303;1;  103.0;    0.0;    0.0;0;    94.75
1303;1;  103.0;   10.0;   12.0;5;    87.29
1303;1;  105.0;   22.0;   22.0;4;    81.18
1303;1;  108.0;   37.0;   48.0;25;    76.80
1303;1;  113.0;   26.0;   26.0;0;    74.51
1303;1;  119.0;   21.0;   21.0;0;    74.51
1303;1;  123.0;   26.0;   26.0;0;    76.82
1303;1;  123.0;    5.0;    5.0;0;    81.20
1303;1;  123.0;    2.0;    2.0;0;    87.32
1303;1;  123.0;    0.0;    0.0;0;    94.78
1303;1;  123.0;    0.0;    0.0;0;   103.20
1303;1;  124.0;    0.0;    0.0;0;   112.24
1303;1;  125.0;    0.0;    0.0;0;   121.56
1303;1;  127.0;    0.0;    0.0;0;   130.80
1303;1;  119.0;    0.0;    0.0;0;   139.43
1303;1;  122.0;    0.0;    0.0;0;   146.58
1303;1;  123.0;    0.0;    0.0;0;   150.87
1303;1;  122.0;    0.0;    0.0;0;   150.88
1303;1;  123.0;    0.0;    0.0;0;   146.59
1303;1;  124.0;    0.0;    0.0;0;   139.44
1303;1;  123.0;    0.0;    0.0;0;   130.82
1303;1;  123.0;    0.0;    0.0;0;   121.59
1303;1;  123.0;    0.0;    0.0;0;   112.27
1303;1;  123.0;    0.0;    0.0;0;   103.23
1303;1;  123.0;    0.0;    0.0;0;    94.82
1303;1;  123.0;    3.0;    3.0;0;    87.38
1303;1;  123.0;    7.0;    7.0;0;    81.27
1303;1;  123.0;   10.0;   11.0;0;    76.89
1303;1;  120.0;   29.0;   30.0;2;    74.60
1303;1;  114.0;   43.0;   47.0;6;    74.61
1303;1;  120.0;   21.0;   21.0;1;    76.91
1303;1;  117.0;   14.0;   14.0;0;    81.29
1303;1;  118.0;    3.0;    3.0;0;    87.40
1303;1;  120.0;    0.0;    0.0;0;    94.85
1303;1;  122.0;    0.0;    0.0;0;   103.27
1303;1;  124.0;    0.0;    0.0;0;   112.30
1303;1;  125.0;    0.0;    0.0;0;   121.63
1303;1;  126.0;    0.0;    0.0;0;   130.87
1303;1;  127.0;    0.0;    0.0;0;   139.50
1303;1;  125.0;    0.0;    0.0;0;   146.66
1303;1;  107.0;    0.0;    0.0;0;   150.96
1303;1;  104.0;    0.0;    0.0;0;   150.96
1303;1;  113.0;    0.0;    0.0;0;   146.67
1303;1;  107.0;    0.0;    0.0;0;   139.52
1303;1;  108.0;    0.0;    0.0;0;   130.89
1303;1;  123.0;    0.0;    0.0;0;   121.65
1303;1;  125.0;    0.0;    0.0;0;   112.33
1303;1;  120.0;    0.0;    0.0;0;   103.30
1303;1;  126.0;    0.0;    0.0;0;    94.90
1303;1;  127.0;    2.0;    2.0;0;    87.45
1303;1;  127.0;    8.0;    8.0;0;    81.35
1303;1;  127.0;    8.0;    8.0;0;    76.98
1303;1;  126.0;   20.0;   20.0;0;    74.69
1303;1;  125.0;   19.0;   19.0;0;    74.69
1303;1;  123.0;   24.0;   24.0;0;    76.99
1303;1;  114.0;   22.0;   23.0;5;    81.37
1303;1;  119.0;   10.0;   11.0;26;    87.47
1303;1;  125.0;    0.0;    0.0;0;    94.92
1303;1;  125.0;    0.0;    0.0;0;   103.33
1303;1;  124.0;    0.0;    0.0;0;   112.37
1303;1;  124.0;    0.0;    0.0;0;   121.69
1303;1;  116.0;    0.0;    0.0;0;   130.93
1303;1;  113.0;    0.0;    0.0;0;   139.57
1303;1;  110.0;    0.0;    0.0;0;   146.74
1303;1;  120.0;    0.0;    0.0;0;   151.04
1303;1;  121.0;    0.0;    0.0;0;   151.05
1303;1;  120.0;    0.0;    0.0;0;   146.75
1303;1;  114.0;    0.0;    0.0;0;   139.58
1303;1;  113.0;    0.0;    0.0;0;   130.95
1303;1;  116.0;    0.0;    0.0;0;   121.71
1303;1;  105.0;    0.0;    0.0;0;   112.39
1303;1;  117.0;    0.0;    0.0;0;   103.36
1303;1;  121.0;    0.0;    0.0;0;    94.96
1303;1;  120.0;    5.0;    5.0;0;    87.52
1303;1;  118.0;   24.0;   26.0;3;    81.42
1303;1;  106.0;   42.0;   74.0;37;    77.06
1303;1;  107.0;   48.0;   81.0;54;    74.77
1303;1;  118.0;   51.0;   55.0;9;    74.77
1303;1;  124.0;   15.0;   15.0;0;    77.07
1303;1;  126.0;   18.0;   18.0;3;    81.44
1303;1;  128.0;    4.0;    4.0;0;    87.54
1303;1;  127.0;    0.0;    0.0;0;    94.98
1303;1;  128.0;    0.0;    0.0;0;   103.39
1303;1;  127.0;    0.0;    0.0;0;   112.43
1303;1;  125.0;    0.0;    0.0;0;   121.75
1303;1;  123.0;    0.0;    0.0;0;   130.99
1303;1;  111.0;    0.0;    0.0;0;   139.63
1303;1;  124.0;    0.0;    0.0;0;   146.81
1303;1;  124.0;    0.0;    0.0;0;   151.12
1303;1;  120.0;    0.0;    0.0;0;   151.12
1303;1;  115.0;    0.0;    0.0;0;   146.81
1303;1;  124.0;    0.0;    0.0;0;   139.64
1303;1;  124.0;    0.0;    0.0;0;   131.01
1303;1;  125.0;    0.0;    0.0;0;   121.77
1303;1;  125.0;    0.0;    0.0;0;   112.45
1303;1;  124.0;    0.0;    0.0;0;   103.42
1303;1;  124.0;    0.0;    0.0;0;    95.02
1303;1;  124.0;    3.0;    3.0;0;    87.58
1303;1;  124.0;   19.0;   19.0;0;    81.49
1303;1;  125.0;   23.0;   24.0;0;    77.13
1303;1;  125.0;   37.0;   37.0;0;    74.84
1303;1;  124.0;   18.0;   19.0;0;    74.84
1303;1;  123.0;   33.0;   34.0;0;    77.13
1303;1;  122.0;   23.0;   23.0;0;    81.50
1303;1;  123.0;    4.0;    4.0;0;    87.60
1303;1;  124.0;    0.0;    0.0;0;    95.04
1303;1;  126.0;    0.0;    0.0;0;   103.45
1303;1;  124.0;    0.0;    0.0;0;   112.48
1303;1;  124.0;    0.0;    0.0;0;   121.80
1303;1;  124.0;    0.0;    0.0;0;   131.04
1303;1;  124.0;    0.0;    0.0;0;   139.69
1303;1;  124.0;    0.0;    0.0;0;   146.87
1303;1;  126.0;    0.0;    0.0;0;   151.18
1303;1;  125.0;    0.0;    0.0;0;   151.19
1303;1;  124.0;    0.0;    0.0;0;   146.87
1303;1;  123.0;    0.0;    0.0;0;   139.70
1303;1;  123.0;    0.0;    0.0;0;   131.06
1303;1;  122.0;    0.0;    0.0;0;   121.81
1303;1;  122.0;    0.0;    0.0;0;   112.50
1303;1;  122.0;    0.0;    0.0;0;   103.47
1303;1;  121.0;    0.0;    0.0;0;    95.07
1303;1;  121.0;    1.0;    1.0;0;    87.64
1303;1;  120.0;    5.0;    5.0;0;    81.55
1303;1;  120.0;    5.0;    6.0;0;    77.19
1303;1;  119.0;   11.0;   11.0;0;    74.90
1303;1;  120.0;    6.0;    6.0;0;    74.91
1303;1;  120.0;    8.0;    8.0;0;    77.20
1303;1;  119.0;    3.0;    3.0;0;    81.56
1303;1;  119.0;    0.0;    0.0;0;    87.66
1303;1;  118.0;    0.0;    0.0;0;    95.09
1303;1;  118.0;    0.0;    0.0;0;   103.49
1303;1;  112.0;    0.0;    0.0;0;   112.52
1303;1;  106.0;    0.0;    0.0;0;   121.84
1303;1;  115.0;    0.0;    0.0;0;   131.09
1303;1;  118.0;    0.0;    0.0;0;   139.74
1303;1;  118.0;    0.0;    0.0;0;   146.92
1303;1;  109.0;    0.0;    0.0;0;   151.24
1303;1;  112.0;    0.0;    0.0;0;   151.25
1303;1;  118.0;    0.0;    0.0;0;   146.93
1303;1;  120.0;    0.0;    0.0;0;   139.74
1303;1;  121.0;    0.0;    0.0;0;   131.10
1303;1;  122.0;    0.0;    0.0;0;   121.86
1303;1;  122.0;    0.0;    0.0;0;   112.54
1303;1;  122.0;    0.0;    0.0;0;   103.52
1303;1;  123.0;    0.0;    0.0;0;    95.12
1303;1;  124.0;    1.0;    1.0;0;    87.69
1303;1;  124.0;    7.0;    8.0;0;    81.60
1303;1;  125.0;   12.0;   12.0;0;    77.24
1303;1;  125.0;   19.0;   20.0;0;    74.96
1303;1;  123.0;   27.0;   27.0;0;    74.96
1303;1;  122.0;   24.0;   25.0;0;    77.25
1303;1;  122.0;   15.0;   15.0;0;    81.61
1303;1;  118.0;    4.0;    4.0;0;    87.70
1303;1;  119.0;    0.0;    0.0;0;    95.14
1303;1;  119.0;    0.0;    0.0;0;   103.54
1303;1;  119.0;    0.0;    0.0;0;   112.56
1303;1;  119.0;    0.0;    0.0;0;   121.88
1303;1;  119.0;    0.0;    0.0;0;   131.13
1303;1;  119.0;    0.0;    0.0;0;   139.78
1303;1;  117.0;    0.0;    0.0;0;   146.97
1303;1;  117.0;    0.0;    0.0;0;   151.29
1303;1;  119.0;    0.0;    0.0;0;   151.30
1303;1;  119.0;    0.0;    0.0;0;   146.97
1303;1;  119.0;    0.0;    0.0;0;   139.79
1303;1;  119.0;    0.0;    0.0;0;   131.14
1303;1;  119.0;    0.0;    0.0;0;   121.90
1303;1;  116.0;    0.0;    0.0;0;   112.58
1303;1;  119.0;    0.0;    0.0;0;   103.56
1303;1;  120.0;    0.0;    0.0;0;    95.16
1303;1;  103.0;    6.0;    8.0;4;    87.73
1303;1;  108.0;   22.0;   26.0;25;    81.65
1303;1;  122.0;   31.0;   31.0;0;    77.29
1303;1;  125.0;   32.0;   33.0;0;    75.01
1303;1;  124.0;   22.0;   23.0;0;    75.01
1303;1;  125.0;   18.0;   19.0;0;    77.30
1303;1;  125.0;    8.0;    8.0;0;    81.66
1303;1;  125.0;    2.0;    2.0;0;    87.74
1303;1;  126.0;    0.0;    0.0;0;    95.18
1303;1;  126.0;    0.0;    0.0;0;   103.57
1303;1;  126.0;    0.0;    0.0;0;   112.60
1303;1;  126.0;    0.0;    0.0;0;   121.92
1303;1;  126.0;    0.0;    0.0;0;   131.16
1303;1;  126.0;    0.0;    0.0;0;   139.82
1303;1;  126.0;    0.0;    0.0;0;   147.01
1303;1;  126.0;    0.0;    0.0;0;   151.34
1303;1;  126.0;    0.0;    0.0;0;   151.34
1303;1;  126.0;    0.0;    0.0;0;   147.01
1303;1;  126.0;    0.0;    0.0;0;   139.82
1303;1;  126.0;    0.0;    0.0;0;   131.17
1303;1;  126.0;    0.0;    0.0;0;   121.93
1303;1;  125.0;    0.0;    0.0;0;   112.61
1303;1;  125.0;    0.0;    0.0;0;   103.59
1303;1;  125.0;    0.0;    0.0;0;    95.19
1303;1;  124.0;    3.0;    3.0;0;    87.77
1303;1;  123.0;   10.0;   10.0;0;    81.68
1303;1;  123.0;   16.0;   17.0;0;    77.33
1303;1;  124.0;   16.0;   16.0;0;    75.05
1303;1;  123.0;   23.0;   23.0;0;    75.05
1303;1;  114.0;-999;-999;6;    77.33
1303;1;   98.0;-999;-999;52;    81.69
1303;1;   97.0;-999;-999;44;    87.78
1303;1;   96.0;    0.0;    0.0;0;    95.21
